drg,title,relative_weight,gmlos,sso
117,Intraocular procedures w/o CC/MCC,0.609,19.1,15.9
121,Acute major eye infections w CC/MCC,1.7328,37.2,31.0
122,Acute major eye infections w/o CC/MCC,0.609,19.1,15.9
123,Neurological eye disorders,0.609,19.1,15.9
124,Other disorders of the eye w MCC,0.609,19.1,15.9
125,Other disorders of the eye w/o MCC,0.609,19.1,15.9
129,Major head & neck procedures w CC/MCC or major device,1.0772,26.3,21.9
130,Major head & neck procedures w/o CC/MCC,0.609,19.1,15.9
131,Cranial/facial procedures w CC/MCC,1.0772,26.3,21.9
132,Cranial/facial procedures w/o CC/MCC,0.609,19.1,15.9
133,"Other ear, nose, mouth & throat O.R. procedures w CC/MCC",1.0772,26.3,21.9
134,"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC",0.609,19.1,15.9
135,Sinus & mastoid procedures w CC/MCC,0.609,19.1,15.9
136,Sinus & mastoid procedures w/o CC/MCC,0.609,19.1,15.9
137,Mouth procedures w CC/MCC,0.609,19.1,15.9
138,Mouth procedures w/o CC/MCC,0.609,19.1,15.9
139,Salivary gland procedures,1.0772,26.3,21.9
146,"Ear, nose, mouth & throat malignancy w MCC",1.0772,26.3,21.9
147,"Ear, nose, mouth & throat malignancy w CC",0.609,19.1,15.9
148,"Ear, nose, mouth & throat malignancy w/o CC/MCC",0.4545,15.4,12.8
149,Dysequilibrium,0.8061,22.3,18.6
150,Epistaxis w MCC,0.8061,22.3,18.6
151,Epistaxis w/o MCC,0.8061,22.3,18.6
152,Otitis media & URI w MCC,0.8061,22.3,18.6
153,Otitis media & URI w/o MCC,0.8061,22.3,18.6
154,"Other ear, nose, mouth & throat diagnoses w MCC",1.1743,27.9,23.3
155,"Other ear, nose, mouth & throat diagnoses w CC",0.609,19.1,15.9
156,"Other ear, nose, mouth & throat diagnoses w/o CC/MCC",0.4545,15.4,12.8
157,Dental & Oral Diseases w MCC,0.8061,22.3,18.6
158,Dental & Oral Diseases w CC,0.8061,22.3,18.6
159,Dental & Oral Diseases w/o CC/MCC,0.609,19.1,15.9
163,Major chest procedures w MCC,2.2867,39.9,33.3
164,Major chest procedures w CC,0.8061,22.3,18.6
165,Major chest procedures w/o CC/MCC,0.8061,22.3,18.6
166,Other resp system O.R. procedures w MCC,2.4716,41.5,34.6
167,Other resp system O.R. procedures w CC,1.6006,31.6,26.3
168,Other resp system O.R. procedures w/o CC/MCC,0.4545,15.4,12.8
175,Pulmonary embolism w MCC,0.7783,21.1,17.6
176,Pulmonary embolism w/o MCC,0.609,19.1,15.9
177,Respiratory infections & inflammations w MCC,0.8406,21.7,18.1
178,Respiratory infections & inflammations w CC,0.6437,18.6,15.5
179,Respiratory infections & inflammations w/o CC/MCC,0.609,19.1,15.9
180,Respiratory neoplasms w MCC,0.7883,17.6,14.7
181,Respiratory neoplasms w CC,0.4545,15.4,12.8
182,Respiratory neoplasms w/o CC/MCC,0.4545,15.4,12.8
183,Major chest trauma w MCC,1.0772,26.3,21.9
184,Major chest trauma w CC,1.0772,26.3,21.9
185,Major chest trauma w/o CC/MCC,0.4545,15.4,12.8
186,Pleural effusion w MCC,0.7555,20.1,16.8
187,Pleural effusion w CC,0.609,19.1,15.9
188,Pleural effusion w/o CC/MCC,0.609,19.1,15.9
189,Pulmonary edema & respiratory failure,0.9588,21.3,17.8
190,Chronic obstructive pulmonary disease w MCC,0.7445,18.9,15.8
191,Chronic obstructive pulmonary disease w CC,0.5534,15.2,12.7
192,Chronic obstructive pulmonary disease w/o CC/MCC,0.5534,15.2,12.7
193,Simple pneumonia & pleurisy w MCC,0.7563,19.6,16.3
194,Simple pneumonia & pleurisy w CC,0.5439,16.4,13.7
195,Simple pneumonia & pleurisy w/o CC/MCC,0.4545,15.4,12.8
196,Interstitial lung disease w MCC,0.5532,16.2,13.5
197,Interstitial lung disease w CC,0.5532,16.2,13.5
198,Interstitial lung disease w/o CC/MCC,0.4545,15.4,12.8
199,Pneumothorax w MCC,0.7436,19.9,16.6
200,Pneumothorax w CC,0.4545,15.4,12.8
201,Pneumothorax w/o CC/MCC,0.4545,15.4,12.8
202,Bronchitis & asthma w CC/MCC,0.6287,17.2,14.3
203,Bronchitis & asthma w/o CC/MCC,0.6287,17.2,14.3
204,Respiratory signs & symptoms,0.8061,22.3,18.6
205,Other respiratory system diagnoses w MCC,0.9468,23.4,19.5
206,Other respiratory system diagnoses w/o MCC,0.8061,22.3,18.6
207,Respiratory system diagnosis w ventilator support >96 hours,1.8412,31.8,26.5
208,Respiratory system diagnosis w ventilator support <=96 hours,1.1134,22.1,18.4
215,Other heart assist system implant,1.4805,30.8,25.7
216,Cardiac valve & oth maj cardiothoracic proc w card cath w MCC,1.4805,30.8,25.7
217,Cardiac valve & oth maj cardiothoracic proc w card cath w CC,1.4805,30.8,25.7
218,Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC,1.4805,30.8,25.7
219,Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC,1.4805,30.8,25.7
220,Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC,1.4805,30.8,25.7
221,Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC,1.4805,30.8,25.7
222,Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC,1.7328,37.2,31.0
223,Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC,1.0772,26.3,21.9
224,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC,1.7328,37.2,31.0
225,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC,1.0772,26.3,21.9
226,Cardiac defibrillator implant w/o cardiac cath w MCC,1.7328,37.2,31.0
227,Cardiac defibrillator implant w/o cardiac cath w/o MCC,1.0772,26.3,21.9
228,Other cardiothoracic procedures w MCC,1.0772,26.3,21.9
229,Other cardiothoracic procedures w/o MCC,1.0772,26.3,21.9
231,Coronary bypass w PTCA w MCC,1.4805,30.8,25.7
232,Coronary bypass w PTCA w/o MCC,1.208,30.1,25.1
233,Coronary bypass w cardiac cath w MCC,1.4805,30.8,25.7
234,Coronary bypass w cardiac cath w/o MCC,1.208,30.1,25.1
235,Coronary bypass w/o cardiac cath w MCC,1.4805,30.8,25.7
236,Coronary bypass w/o cardiac cath w/o MCC,1.208,30.1,25.1
239,Amputation for circ sys disorders exc upper limb & toe w MCC,1.5918,37.9,31.6
240,Amputation for circ sys disorders exc upper limb & toe w CC,0.8061,22.3,18.6
241,Amputation for circ sys disorders exc upper limb & toe w/o CC/MCC,0.8061,22.3,18.6
242,Permanent cardiac pacemaker implant w MCC,1.7328,37.2,31.0
243,Permanent cardiac pacemaker implant w CC,1.7328,37.2,31.0
244,Permanent cardiac pacemaker implant w/o CC/MCC,0.8061,22.3,18.6
245,AICD generator procedures,1.0772,26.3,21.9
246,Percutaneous cardiovascular procedures w drug-eluting stent w MCC or 4 arteries or stents,1.0772,26.3,21.9
247,Perc cardiovasc proc w drug-eluting stent w/o MCC,1.0772,26.3,21.9
248,Percutaneous cardiovascular procedures w non-drug-eluting stent w MCC or 4 arteries or stents,1.0772,26.3,21.9
249,Perc cardiovasc proc w non-drug-eluting stent w/o MCC,0.8061,22.3,18.6
250,Perc cardiovasc proc w/o coronary artery stent w MCC,1.7328,37.2,31.0
251,Perc cardiovasc proc w/o coronary artery stent w/o MCC,0.8061,22.3,18.6
252,Other vascular procedures w MCC,1.4805,30.8,25.7
253,Other vascular procedures w CC,1.4805,30.8,25.7
254,Other vascular procedures w/o CC/MCC,1.4805,30.8,25.7
255,Upper limb & toe amputation for circ system disorders w MCC,1.7328,37.2,31.0
256,Upper limb & toe amputation for circ system disorders w CC,0.8061,22.3,18.6
257,Upper limb & toe amputation for circ system disorders w/o CC/MCC,0.8061,22.3,18.6
258,Cardiac pacemaker device replacement w MCC,1.4805,30.8,25.7
259,Cardiac pacemaker device replacement w/o MCC,1.4805,30.8,25.7
260,Cardiac pacemaker revision except device replacement w MCC,1.7328,37.2,31.0
261,Cardiac pacemaker revision except device replacement w CC,1.4805,30.8,25.7
262,Cardiac pacemaker revision except device replacement w/o CC/MCC,1.4805,30.8,25.7
263,Vein ligation & stripping,1.1531,27.7,23.1
264,Other circulatory system O.R. procedures,1.208,30.1,25.1
265,AICD lead procedures,1.4805,30.8,25.7
266,Endovascular cardiac valve replacement w MCC,1.4805,30.8,25.7
267,Endovascular cardiac valve replacement w/o MCC,1.4805,30.8,25.7
268,Aortic and heart assist procedures except pulsation balloon w MCC,1.4805,30.8,25.7
269,Aortic and heart assist procedures except pulsation balloon w/o MCC,1.208,30.1,25.1
270,Other major cardiovascular procedures w MCC,1.7328,37.2,31.0
271,Other major cardiovascular procedures w CC,0.8061,22.3,18.6
272,Other major cardiovascular procedures w/o CC/MCC,0.8061,22.3,18.6
273,Percutaneous intracardiac procedures w MCC,1.0772,26.3,21.9
274,Percutaneous intracardiac procedures w/o MCC,1.0772,26.3,21.9
280,"Acute myocardial infarction, discharged alive w MCC",0.826,21.8,18.2
281,"Acute myocardial infarction, discharged alive w CC",0.5729,19.3,16.1
282,"Acute myocardial infarction, discharged alive w/o CC/MCC",0.4545,15.4,12.8
283,"Acute myocardial infarction, expired w MCC",0.9739,17.9,14.9
284,"Acute myocardial infarction, expired w CC",0.609,19.1,15.9
285,"Acute myocardial infarction, expired w/o CC/MCC",0.609,19.1,15.9
286,"Circulatory disorders except AMI, w card cath w MCC",1.0772,26.3,21.9
287,"Circulatory disorders except AMI, w card cath w/o MCC",0.8061,22.3,18.6
288,Acute & subacute endocarditis w MCC,1.0879,26.4,22.0
289,Acute & subacute endocarditis w CC,0.8048,23.6,19.7
290,Acute & subacute endocarditis w/o CC/MCC,0.8048,23.6,19.7
291,Heart failure & shock w MCC,0.8488,21.2,17.7
292,Heart failure & shock w CC,0.6915,19.9,16.6
293,Heart failure & shock w/o CC/MCC,0.6915,19.9,16.6
294,Deep vein thrombophlebitis w CC/MCC,0.8061,22.3,18.6
295,Deep vein thrombophlebitis w/o CC/MCC,0.8061,22.3,18.6
296,"Cardiac arrest, unexplained w MCC",0.6915,19.9,16.6
297,"Cardiac arrest, unexplained w CC",0.6915,19.9,16.6
298,"Cardiac arrest, unexplained w/o CC/MCC",0.6915,19.9,16.6
299,Peripheral vascular disorders w MCC,0.8576,21.7,18.1
300,Peripheral vascular disorders w CC,0.5657,18.5,15.4
301,Peripheral vascular disorders w/o CC/MCC,0.4545,15.4,12.8
302,Atherosclerosis w MCC,0.873,22.1,18.4
303,Atherosclerosis w/o MCC,0.609,19.1,15.9
304,Hypertension w MCC,0.609,19.1,15.9
305,Hypertension w/o MCC,0.609,19.1,15.9
306,Cardiac congenital & valvular disorders w MCC,0.9029,22.0,18.3
307,Cardiac congenital & valvular disorders w/o MCC,0.609,19.1,15.9
308,Cardiac arrhythmia & conduction disorders w MCC,0.8009,21.7,18.1
309,Cardiac arrhythmia & conduction disorders w CC,0.609,19.1,15.9
310,Cardiac arrhythmia & conduction disorders w/o CC/MCC,0.4545,15.4,12.8
311,Angina pectoris,0.609,19.1,15.9
312,Syncope & collapse,0.8061,22.3,18.6
313,Chest pain,0.609,19.1,15.9
314,Other circulatory system diagnoses w MCC,1.0395,24.3,20.3
315,Other circulatory system diagnoses w CC,0.7333,20.5,17.1
316,Other circulatory system diagnoses w/o CC/MCC,0.4545,15.4,12.8
326,"Stomach, esophageal & duodenal proc w MCC",1.7328,37.2,31.0
327,"Stomach, esophageal & duodenal proc w CC",1.0772,26.3,21.9
328,"Stomach, esophageal & duodenal proc w/o CC/MCC",0.609,19.1,15.9
329,Major small & large bowel procedures w MCC,1.7328,37.2,31.0
330,Major small & large bowel procedures w CC,1.7328,37.2,31.0
331,Major small & large bowel procedures w/o CC/MCC,0.609,19.1,15.9
332,Rectal resection w MCC,1.7328,37.2,31.0
333,Rectal resection w CC,0.6274,19.0,15.8
334,Rectal resection w/o CC/MCC,0.609,19.1,15.9
335,Peritoneal adhesiolysis w MCC,0.9707,24.0,20.0
336,Peritoneal adhesiolysis w CC,0.6274,19.0,15.8
337,Peritoneal adhesiolysis w/o CC/MCC,0.609,19.1,15.9
338,Appendectomy w complicated principal diag w MCC,0.9707,24.0,20.0
339,Appendectomy w complicated principal diag w CC,0.6274,19.0,15.8
340,Appendectomy w complicated principal diag w/o CC/MCC,0.609,19.1,15.9
341,Appendectomy w/o complicated principal diag w MCC,0.609,19.1,15.9
342,Appendectomy w/o complicated principal diag w CC,0.4545,15.4,12.8
343,Appendectomy w/o complicated principal diag w/o CC/MCC,0.4545,15.4,12.8
344,Minor small & large bowel procedures w MCC,1.0772,26.3,21.9
345,Minor small & large bowel procedures w CC,0.6274,19.0,15.8
346,Minor small & large bowel procedures w/o CC/MCC,0.609,19.1,15.9
347,Anal & stomal procedures w MCC,1.7328,37.2,31.0
348,Anal & stomal procedures w CC,0.6274,19.0,15.8
349,Anal & stomal procedures w/o CC/MCC,0.609,19.1,15.9
350,Inguinal & femoral hernia procedures w MCC,0.9707,24.0,20.0
351,Inguinal & femoral hernia procedures w CC,0.6274,19.0,15.8
352,Inguinal & femoral hernia procedures w/o CC/MCC,0.609,19.1,15.9
353,Hernia procedures except inguinal & femoral w MCC,0.9707,24.0,20.0
354,Hernia procedures except inguinal & femoral w CC,0.6274,19.0,15.8
355,Hernia procedures except inguinal & femoral w/o CC/MCC,0.609,19.1,15.9
356,Other digestive system O.R. procedures w MCC,1.538,34.2,28.5
357,Other digestive system O.R. procedures w CC,1.0772,26.3,21.9
358,Other digestive system O.R. procedures w/o CC/MCC,0.8061,22.3,18.6
368,Major esophageal disorders w MCC,0.8061,22.3,18.6
369,Major esophageal disorders w CC,0.609,19.1,15.9
370,Major esophageal disorders w/o CC/MCC,0.609,19.1,15.9
371,Major gastrointestinal disorders & peritoneal infections w MCC,0.9707,24.0,20.0
372,Major gastrointestinal disorders & peritoneal infections w CC,0.6274,19.0,15.8
373,Major gastrointestinal disorders & peritoneal infections w/o CC/MCC,0.609,19.1,15.9
374,Digestive malignancy w MCC,0.8825,24.6,20.5
375,Digestive malignancy w CC,0.609,19.1,15.9
376,Digestive malignancy w/o CC/MCC,0.609,19.1,15.9
377,G.I. hemorrhage w MCC,0.6927,19.1,15.9
378,G.I. hemorrhage w CC,0.6927,19.1,15.9
379,G.I. hemorrhage w/o CC/MCC,0.4545,15.4,12.8
380,Complicated peptic ulcer w MCC,0.9551,24.0,20.0
381,Complicated peptic ulcer w CC,0.609,19.1,15.9
382,Complicated peptic ulcer w/o CC/MCC,0.609,19.1,15.9
383,Uncomplicated peptic ulcer w MCC,1.0772,26.3,21.9
384,Uncomplicated peptic ulcer w/o MCC,0.609,19.1,15.9
385,Inflammatory bowel disease w MCC,1.0772,26.3,21.9
386,Inflammatory bowel disease w CC,0.4545,15.4,12.8
387,Inflammatory bowel disease w/o CC/MCC,0.4545,15.4,12.8
388,G.I. obstruction w MCC,0.9627,24.0,20.0
389,G.I. obstruction w CC,0.609,19.1,15.9
390,G.I. obstruction w/o CC/MCC,0.4545,15.4,12.8
391,"Esophagitis, gastroent & misc digest disorders w MCC",0.9025,22.9,19.1
392,"Esophagitis, gastroent & misc digest disorders w/o MCC",0.6579,20.0,16.7
393,Other digestive system diagnoses w MCC,1.0599,25.3,21.1
394,Other digestive system diagnoses w CC,0.7881,21.8,18.2
395,Other digestive system diagnoses w/o CC/MCC,0.609,19.1,15.9
405,"Pancreas, liver & shunt procedures w MCC",1.7328,37.2,31.0
406,"Pancreas, liver & shunt procedures w CC",0.6927,19.1,15.9
407,"Pancreas, liver & shunt procedures w/o CC/MCC",0.4545,15.4,12.8
408,Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC,0.6927,19.1,15.9
409,Biliary tract proc except only cholecyst w or w/o c.d.e. w CC,0.6927,19.1,15.9
410,Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC,0.4545,15.4,12.8
411,Cholecystectomy w c.d.e. w MCC,0.6927,19.1,15.9
412,Cholecystectomy w c.d.e. w CC,0.6927,19.1,15.9
413,Cholecystectomy w c.d.e. w/o CC/MCC,0.4545,15.4,12.8
414,Cholecystectomy except by laparoscope w/o c.d.e. w MCC,0.609,19.1,15.9
415,Cholecystectomy except by laparoscope w/o c.d.e. w CC,0.4545,15.4,12.8
416,Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC,0.4545,15.4,12.8
417,Laparoscopic cholecystectomy w/o c.d.e. w MCC,1.7328,37.2,31.0
418,Laparoscopic cholecystectomy w/o c.d.e. w CC,0.609,19.1,15.9
419,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,0.4545,15.4,12.8
420,Hepatobiliary diagnostic procedures w MCC,1.0772,26.3,21.9
421,Hepatobiliary diagnostic procedures w CC,1.0772,26.3,21.9
422,Hepatobiliary diagnostic procedures w/o CC/MCC,0.4545,15.4,12.8
423,Other hepatobiliary or pancreas O.R. procedures w MCC,1.7328,37.2,31.0
424,Other hepatobiliary or pancreas O.R. procedures w CC,0.4545,15.4,12.8
425,Other hepatobiliary or pancreas O.R. procedures w/o CC/MCC,0.4545,15.4,12.8
432,Cirrhosis & alcoholic hepatitis w MCC,0.9982,22.7,18.9
433,Cirrhosis & alcoholic hepatitis w CC,0.609,19.1,15.9
434,Cirrhosis & alcoholic hepatitis w/o CC/MCC,0.4545,15.4,12.8
435,Malignancy of hepatobiliary system or pancreas w MCC,1.0772,26.3,21.9
436,Malignancy of hepatobiliary system or pancreas w CC,0.609,19.1,15.9
437,Malignancy of hepatobiliary system or pancreas w/o CC/MCC,0.4545,15.4,12.8
438,Disorders of pancreas except malignancy w MCC,0.9962,22.7,18.9
439,Disorders of pancreas except malignancy w CC,0.6943,20.0,16.7
440,Disorders of pancreas except malignancy w/o CC/MCC,0.4545,15.4,12.8
441,"Disorders of liver except malig,cirr,alc hepa w MCC",0.8316,20.7,17.3
442,"Disorders of liver except malig,cirr,alc hepa w CC",0.6179,20.0,16.7
443,"Disorders of liver except malig,cirr,alc hepa w/o CC/MCC",0.4545,15.4,12.8
444,Disorders of the biliary tract w MCC,0.7553,20.8,17.3
445,Disorders of the biliary tract w CC,0.6474,20.1,16.8
446,Disorders of the biliary tract w/o CC/MCC,0.609,19.1,15.9
453,Combined anterior/posterior spinal fusion w MCC,0.931,24.1,20.1
454,Combined anterior/posterior spinal fusion w CC,0.6946,20.8,17.3
455,Combined anterior/posterior spinal fusion w/o CC/MCC,0.4545,15.4,12.8
456,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w MCC,1.0772,26.3,21.9
457,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w CC,0.6946,20.8,17.3
458,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w/o CC/MCC,0.4545,15.4,12.8
459,Spinal fusion except cervical w MCC,0.931,24.1,20.1
460,Spinal fusion except cervical w/o MCC,0.6946,20.8,17.3
461,Bilateral or multiple major joint procs of lower extremity w MCC,0.931,24.1,20.1
462,Bilateral or multiple major joint procs of lower extremity w/o MCC,0.6946,20.8,17.3
463,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC",1.5804,39.3,32.8
464,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC",1.104,32.6,27.2
465,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC",1.0772,26.3,21.9
466,Revision of hip or knee replacement w MCC,1.7328,37.2,31.0
467,Revision of hip or knee replacement w CC,1.0772,26.3,21.9
468,Revision of hip or knee replacement w/o CC/MCC,1.0772,26.3,21.9
469,Major hip and knee joint replacement or reattachment of lower extremity w MCC or total ankle replacement,1.784,43.9,36.6
470,Major hip and knee joint replacement or reattachment of lower extremity w/o MCC,1.0772,26.3,21.9
471,Cervical spinal fusion w MCC,0.931,24.1,20.1
472,Cervical spinal fusion w CC,0.6946,20.8,17.3
473,Cervical spinal fusion w/o CC/MCC,0.4545,15.4,12.8
474,Amputation for musculoskeletal sys & conn tissue dis w MCC,1.784,43.9,36.6
475,Amputation for musculoskeletal sys & conn tissue dis w CC,1.0772,26.3,21.9
476,Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC,1.0772,26.3,21.9
477,Biopsies of musculoskeletal system & connective tissue w MCC,1.7328,37.2,31.0
478,Biopsies of musculoskeletal system & connective tissue w CC,1.0772,26.3,21.9
479,Biopsies of musculoskeletal system & connective tissue w/o CC/MCC,0.4545,15.4,12.8
480,Hip & femur procedures except major joint w MCC,1.7328,37.2,31.0
481,Hip & femur procedures except major joint w CC,1.7328,37.2,31.0
482,Hip & femur procedures except major joint w/o CC/MCC,0.4545,15.4,12.8
483,Major joint/limb reattachment procedure of upper extremities,1.7328,37.2,31.0
485,Knee procedures w pdx of infection w MCC,0.8061,22.3,18.6
486,Knee procedures w pdx of infection w CC,0.4545,15.4,12.8
