drg,title,relative_weight,gmlos,sso
185,Major chest trauma without CC/MCC,0.4651,15.7,13.1
186,Pleural effusion with MCC,0.7375,18.1,15.1
187,Pleural effusion with CC,0.4651,15.7,13.1
188,Pleural effusion without CC/MCC,0.4651,15.7,13.1
189,Pulmonary edema and respiratory failure,0.9606,21.4,17.8
190,Chronic obstructive pulmonary disease with MCC,0.7011,18.9,15.8
191,Chronic obstructive pulmonary disease with CC,0.5901,15.5,12.9
192,Chronic obstructive pulmonary disease without CC/MCC,0.4651,15.7,13.1
193,Simple pneumonia and pleurisy with MCC,0.8642,20.1,16.8
194,Simple pneumonia and pleurisy with CC,0.5535,16.2,13.5
195,Simple pneumonia and pleurisy without CC/MCC,0.5535,16.2,13.5
196,Interstitial lung disease with MCC,0.7813,21.1,17.6
197,Interstitial lung disease with CC,0.6366,19.3,16.1
198,Interstitial lung disease without CC/MCC,0.4651,15.7,13.1
199,Pneumothorax with MCC,0.7813,21.1,17.6
200,Pneumothorax with CC,0.4651,15.7,13.1
201,Pneumothorax without CC/MCC,0.4651,15.7,13.1
202,Bronchitis and asthma with CC/MCC,0.6366,19.3,16.1
203,Bronchitis and asthma without CC/MCC,0.5535,16.2,13.5
204,Respiratory signs and symptoms,0.7813,21.1,17.6
205,Other respiratory system diagnoses with MCC,1.0784,23.1,19.3
206,Other respiratory system diagnoses without MCC,0.6366,19.3,16.1
207,Respiratory system diagnosis with ventilator support >96 hours,1.8822,31.5,26.3
208,Respiratory system diagnosis with ventilator support <=96 hours,1.1097,21.6,18.0
215,Other heart assist system implant,1.3482,31.9,26.6
216,Cardiac valve and other major cardiothoracic procedures with cardiac catheterization with MCC,1.3482,31.9,26.6
217,Cardiac valve and other major cardiothoracic procedures with cardiac catheterization with CC,1.3482,31.9,26.6
218,Cardiac valve and other major cardiothoracic procedures with cardiac catheterization without CC/MCC,1.3482,31.9,26.6
219,Cardiac valve and other major cardiothoracic procedures without cardiac catheterization with MCC,1.3482,31.9,26.6
220,Cardiac valve and other major cardiothoracic procedures without cardiac catheterization with CC,1.3482,31.9,26.6
221,Cardiac valve and other major cardiothoracic procedures without cardiac catheterization without CC/MCC,1.3482,31.9,26.6
222,"Cardiac defibrillator implant with cardiac catheterization with AMI, HF or shock with MCC",1.3482,31.9,26.6
223,"Cardiac defibrillator implant with cardiac catheterization with AMI, HF or shock without MCC",1.3482,31.9,26.6
224,"Cardiac defibrillator implant with cardiac catheterization without AMI, HF or shock with MCC",1.3482,31.9,26.6
225,"Cardiac defibrillator implant with cardiac catheterization without AMI, HF or shock without MCC",1.3482,31.9,26.6
226,Cardiac defibrillator implant without cardiac catheterization with MCC,1.3482,31.9,26.6
227,Cardiac defibrillator implant without cardiac catheterization without MCC,1.3482,31.9,26.6
228,Other cardiothoracic procedures with MCC,1.3482,31.9,26.6
229,Other cardiothoracic procedures without MCC,1.3482,31.9,26.6
231,Coronary bypass with PTCA with MCC,1.3482,31.9,26.6
232,Coronary bypass with PTCA without MCC,1.3482,31.9,26.6
233,Coronary bypass with cardiac catheterization or open ablation with MCC,1.3482,31.9,26.6
234,Coronary bypass with cardiac catheterization or open ablation without MCC,1.3482,31.9,26.6
235,Coronary bypass without cardiac catheterization with MCC,1.3482,31.9,26.6
236,Coronary bypass without cardiac catheterization without MCC,1.3482,31.9,26.6
239,Amputation for circulatory system disorders except upper limb and toe with MCC,1.3482,31.9,26.6
240,Amputation for circulatory system disorders except upper limb and toe with CC,1.0424,26.9,22.4
241,Amputation for circulatory system disorders except upper limb and toe without CC/MCC,1.0424,26.9,22.4
242,Permanent cardiac pacemaker implant with MCC,1.3482,31.9,26.6
243,Permanent cardiac pacemaker implant with CC,1.3482,31.9,26.6
244,Permanent cardiac pacemaker implant without CC/MCC,1.3482,31.9,26.6
245,AICD generator procedures,1.3482,31.9,26.6
246,Percutaneous cardiovascular procedures with drug-eluting stent with MCC or 4 arteries or stents,1.3482,31.9,26.6
247,Percutaneous cardiovascular procedures with drug-eluting stent without MCC,1.3482,31.9,26.6
248,Percutaneous cardiovascular procedures with non-drug-eluting stent with MCC or 4 arteries or stents,1.3482,31.9,26.6
249,Percutaneous cardiovascular procedures with non-drug-eluting stent without MCC,1.3482,31.9,26.6
250,Percutaneous cardiovascular procedures without coronary artery stent with MCC,1.3482,31.9,26.6
251,Percutaneous cardiovascular procedures without coronary artery stent without MCC,1.3482,31.9,26.6
252,Other vascular procedures with MCC,1.3482,31.9,26.6
253,Other vascular procedures with CC,1.3482,31.9,26.6
254,Other vascular procedures without CC/MCC,1.3482,31.9,26.6
255,Upper limb and toe amputation for circulatory system disorders with MCC,1.3482,31.9,26.6
256,Upper limb and toe amputation for circulatory system disorders with CC,1.3482,31.9,26.6
257,Upper limb and toe amputation for circulatory system disorders without CC/MCC,1.3482,31.9,26.6
258,Cardiac pacemaker device replacement with MCC,1.3482,31.9,26.6
259,Cardiac pacemaker device replacement without MCC,1.3482,31.9,26.6
260,Cardiac pacemaker revision except device replacement with MCC,1.3482,31.9,26.6
261,Cardiac pacemaker revision except device replacement with CC,1.3482,31.9,26.6
262,Cardiac pacemaker revision except device replacement without CC/MCC,1.3482,31.9,26.6
263,Vein ligation and stripping,1.2796,30.6,25.5
264,Other circulatory system O.R. procedures,1.2796,30.6,25.5
265,AICD lead procedures,1.3482,31.9,26.6
266,Endovascular cardiac valve replacement and supplement procedures with MCC,1.3482,31.9,26.6
267,Endovascular cardiac valve replacement and supplement procedures without MCC,1.3482,31.9,26.6
268,Aortic and heart assist procedures except pulsation balloon with MCC,1.3482,31.9,26.6
269,Aortic and heart assist procedures except pulsation balloon without MCC,1.3482,31.9,26.6
270,Other major cardiovascular procedures with MCC,1.3482,31.9,26.6
271,Other major cardiovascular procedures with CC,1.3482,31.9,26.6
272,Other major cardiovascular procedures without CC/MCC,1.3482,31.9,26.6
273,Percutaneous and other intracardiac procedures with MCC,0.6451,19.4,16.2
274,Percutaneous and other intracardiac procedures without MCC,0.4651,15.7,13.1
280,"Acute myocardial infarction, discharged alive with MCC",0.8087,21.3,17.8
281,"Acute myocardial infarction, discharged alive with CC",0.4651,15.7,13.1
282,"Acute myocardial infarction, discharged alive without CC/MCC",0.4651,15.7,13.1
283,"Acute myocardial infarction, expired with MCC",0.7813,21.1,17.6
284,"Acute myocardial infarction, expired with CC",0.4651,15.7,13.1
285,"Acute myocardial infarction, expired without CC/MCC",0.4651,15.7,13.1
286,"Circulatory disorders except AMI, with cardiac catheterization with MCC",1.0424,26.9,22.4
287,"Circulatory disorders except AMI, with cardiac catheterization without MCC",1.0424,26.9,22.4
288,Acute and subacute endocarditis with MCC,1.0362,25.0,20.8
289,Acute and subacute endocarditis with CC,0.792,24.5,20.4
290,Acute and subacute endocarditis without CC/MCC,0.792,24.5,20.4
291,Heart failure and shock with MCC,0.7976,20.2,16.8
292,Heart failure and shock with CC,0.6117,18.2,15.2
293,Heart failure and shock without CC/MCC,0.4651,15.7,13.1
294,Deep vein thrombophlebitis with CC/MCC,0.7985,20.4,17.0
295,Deep vein thrombophlebitis without CC/MCC,0.6366,19.3,16.1
296,"Cardiac arrest, unexplained with MCC",0.7976,20.2,16.8
297,"Cardiac arrest, unexplained with CC",0.6117,18.2,15.2
298,"Cardiac arrest, unexplained without CC/MCC",0.4651,15.7,13.1
299,Peripheral vascular disorders with MCC,0.7985,20.4,17.0
300,Peripheral vascular disorders with CC,0.6366,19.3,16.1
301,Peripheral vascular disorders without CC/MCC,0.6366,19.3,16.1
302,Atherosclerosis with MCC,1.0424,26.9,22.4
303,Atherosclerosis without MCC,0.6366,19.3,16.1
304,Hypertension with MCC,0.7813,21.1,17.6
305,Hypertension without MCC,0.4651,15.7,13.1
306,Cardiac congenital and valvular disorders with MCC,0.7813,21.1,17.6
307,Cardiac congenital and valvular disorders without MCC,0.4651,15.7,13.1
308,Cardiac arrhythmia and conduction disorders with MCC,0.7813,21.1,17.6
309,Cardiac arrhythmia and conduction disorders with CC,0.4651,15.7,13.1
310,Cardiac arrhythmia and conduction disorders without CC/MCC,0.4651,15.7,13.1
311,Angina pectoris,0.4651,15.7,13.1
312,Syncope and collapse,1.0424,26.9,22.4
313,Chest pain,0.4651,15.7,13.1
314,Other circulatory system diagnoses with MCC,0.989,23.5,19.6
315,Other circulatory system diagnoses with CC,0.6348,20.4,17.0
316,Other circulatory system diagnoses without CC/MCC,0.633,19.8,16.5
319,Other endovascular cardiac valve procedures with MCC,1.3482,31.9,26.6
320,Other endovascular cardiac valve procedures without MCC,1.3482,31.9,26.6
326,"Stomach, esophageal and duodenal procedures with MCC",1.3482,31.9,26.6
327,"Stomach, esophageal and duodenal procedures with CC",0.7638,21.0,17.5
328,"Stomach, esophageal and duodenal procedures without CC/MCC",0.7638,21.0,17.5
329,Major small and large bowel procedures with MCC,1.0424,26.9,22.4
330,Major small and large bowel procedures with CC,0.7813,21.1,17.6
331,Major small and large bowel procedures without CC/MCC,0.7638,21.0,17.5
332,Rectal resection with MCC,0.7638,21.0,17.5
333,Rectal resection with CC,0.7638,21.0,17.5
334,Rectal resection without CC/MCC,0.7638,21.0,17.5
335,Peritoneal adhesiolysis with MCC,1.0424,26.9,22.4
336,Peritoneal adhesiolysis with CC,0.7638,21.0,17.5
337,Peritoneal adhesiolysis without CC/MCC,0.7638,21.0,17.5
338,Appendectomy with complicated principal diagnosis with MCC,0.9803,24.0,20.0
339,Appendectomy with complicated principal diagnosis with CC,0.7638,21.0,17.5
340,Appendectomy with complicated principal diagnosis without CC/MCC,0.7638,21.0,17.5
341,Appendectomy without complicated principal diagnosis with MCC,0.9803,24.0,20.0
342,Appendectomy without complicated principal diagnosis with CC,0.7638,21.0,17.5
343,Appendectomy without complicated principal diagnosis without CC/MCC,0.7638,21.0,17.5
344,Minor small and large bowel procedures with MCC,0.9803,24.0,20.0
345,Minor small and large bowel procedures with CC,0.7638,21.0,17.5
346,Minor small and large bowel procedures without CC/MCC,0.7638,21.0,17.5
347,Anal and stomal procedures with MCC,0.9803,24.0,20.0
348,Anal and stomal procedures with CC,0.7638,21.0,17.5
349,Anal and stomal procedures without CC/MCC,0.7638,21.0,17.5
350,Inguinal and femoral hernia procedures with MCC,1.3482,31.9,26.6
351,Inguinal and femoral hernia procedures with CC,0.7638,21.0,17.5
352,Inguinal and femoral hernia procedures without CC/MCC,0.7638,21.0,17.5
353,Hernia procedures except inguinal and femoral with MCC,1.0424,26.9,22.4
354,Hernia procedures except inguinal and femoral with CC,0.7638,21.0,17.5
355,Hernia procedures except inguinal and femoral without CC/MCC,0.7638,21.0,17.5
356,Other digestive system O.R. procedures with MCC,1.4459,32.4,27.0
357,Other digestive system O.R. procedures with CC,1.0424,26.9,22.4
358,Other digestive system O.R. procedures without CC/MCC,1.0424,26.9,22.4
368,Major esophageal disorders with MCC,0.7813,21.1,17.6
369,Major esophageal disorders with CC,0.7638,21.0,17.5
370,Major esophageal disorders without CC/MCC,0.6366,19.3,16.1
371,Major gastrointestinal disorders and peritoneal infections with MCC,0.9803,24.0,20.0
372,Major gastrointestinal disorders and peritoneal infections with CC,0.7638,21.0,17.5
373,Major gastrointestinal disorders and peritoneal infections without CC/MCC,0.7638,21.0,17.5
374,Digestive malignancy with MCC,0.4651,15.7,13.1
375,Digestive malignancy with CC,0.4651,15.7,13.1
376,Digestive malignancy without CC/MCC,0.4651,15.7,13.1
377,Gastrointestinal hemorrhage with MCC,0.7761,19.5,16.3
378,Gastrointestinal hemorrhage with CC,0.4651,15.7,13.1
379,Gastrointestinal hemorrhage without CC/MCC,0.4651,15.7,13.1
380,Complicated peptic ulcer with MCC,1.1881,29.2,24.3
381,Complicated peptic ulcer with CC,1.0424,26.9,22.4
382,Complicated peptic ulcer without CC/MCC,0.4651,15.7,13.1
383,Uncomplicated peptic ulcer with MCC,0.6366,19.3,16.1
384,Uncomplicated peptic ulcer without MCC,0.6366,19.3,16.1
385,Inflammatory bowel disease with MCC,1.3482,31.9,26.6
386,Inflammatory bowel disease with CC,1.3482,31.9,26.6
387,Inflammatory bowel disease without CC/MCC,1.3482,31.9,26.6
388,Gastrointestinal obstruction with MCC,1.0675,24.0,20.0
389,Gastrointestinal obstruction with CC,0.7813,21.1,17.6
390,Gastrointestinal obstruction without CC/MCC,0.7813,21.1,17.6
391,"Esophagitis, gastroenteritis and miscellaneous digestive disorders with MCC",0.8006,21.2,17.7
392,"Esophagitis, gastroenteritis and miscellaneous digestive disorders without MCC",0.6167,17.4,14.5
393,Other digestive system diagnoses with MCC,1.0074,25.9,21.6
394,Other digestive system diagnoses with CC,0.8572,21.7,18.1
395,Other digestive system diagnoses without CC/MCC,0.8572,21.7,18.1
405,"Pancreas, liver and shunt procedures with MCC",1.3482,31.9,26.6
406,"Pancreas, liver and shunt procedures with CC",0.4651,15.7,13.1
407,"Pancreas, liver and shunt procedures without CC/MCC",0.4651,15.7,13.1
408,Biliary tract procedures except only cholecystectomy with or without C.D.E. with MCC,0.8572,21.7,18.1
409,Biliary tract procedures except only cholecystectomy with or without C.D.E. with CC,0.4651,15.7,13.1
410,Biliary tract procedures except only cholecystectomy with or without C.D.E. without CC/MCC,0.4651,15.7,13.1
411,Cholecystectomy with C.D.E. with MCC,1.1881,29.2,24.3
412,Cholecystectomy with C.D.E. with CC,1.0424,26.9,22.4
413,Cholecystectomy with C.D.E. without CC/MCC,0.4651,15.7,13.1
414,Cholecystectomy except by laparoscope without C.D.E. with MCC,1.3482,31.9,26.6
415,Cholecystectomy except by laparoscope without C.D.E. with CC,0.8572,21.7,18.1
416,Cholecystectomy except by laparoscope without C.D.E. without CC/MCC,0.8572,21.7,18.1
417,Laparoscopic cholecystectomy without C.D.E. with MCC,0.9803,24.0,20.0
418,Laparoscopic cholecystectomy without C.D.E. with CC,0.7638,21.0,17.5
419,Laparoscopic cholecystectomy without C.D.E. without CC/MCC,0.7638,21.0,17.5
420,Hepatobiliary diagnostic procedures with MCC,0.8572,21.7,18.1
421,Hepatobiliary diagnostic procedures with CC,0.4651,15.7,13.1
422,Hepatobiliary diagnostic procedures without CC/MCC,0.4651,15.7,13.1
423,Other hepatobiliary or pancreas O.R. procedures with MCC,1.0424,26.9,22.4
424,Other hepatobiliary or pancreas O.R. procedures with CC,0.4651,15.7,13.1
425,Other hepatobiliary or pancreas O.R. procedures without CC/MCC,0.4651,15.7,13.1
432,Cirrhosis and alcoholic hepatitis with MCC,0.8286,19.1,15.9
433,Cirrhosis and alcoholic hepatitis with CC,0.7813,21.1,17.6
434,Cirrhosis and alcoholic hepatitis without CC/MCC,0.7813,21.1,17.6
435,Malignancy of hepatobiliary system or pancreas with MCC,0.6366,19.3,16.1
436,Malignancy of hepatobiliary system or pancreas with CC,0.4651,15.7,13.1
437,Malignancy of hepatobiliary system or pancreas without CC/MCC,0.4651,15.7,13.1
438,Disorders of pancreas except malignancy with MCC,1.0982,25.0,20.8
439,Disorders of pancreas except malignancy with CC,0.6366,19.3,16.1
440,Disorders of pancreas except malignancy without CC/MCC,0.6366,19.3,16.1
441,"Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with MCC",0.881,23.6,19.7
442,"Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis with CC",0.4651,15.7,13.1
443,"Disorders of liver except malignancy, cirrhosis or alcoholic hepatitis without CC/MCC",0.4651,15.7,13.1
444,Disorders of the biliary tract with MCC,0.9455,23.8,19.8
445,Disorders of the biliary tract with CC,0.8531,22.2,18.5
446,Disorders of the biliary tract without CC/MCC,0.6366,19.3,16.1
453,Combined anterior and posterior spinal fusion with MCC,0.9111,23.2,19.3
454,Combined anterior and posterior spinal fusion with CC,0.7813,21.1,17.6
455,Combined anterior and posterior spinal fusion without CC/MCC,0.7813,21.1,17.6
456,"Spinal fusion except cervical with spinal curvature, malignancy, infection or extensive fusions with MCC",0.9111,23.2,19.3
457,"Spinal fusion except cervical with spinal curvature, malignancy, infection or extensive fusions with CC",0.7813,21.1,17.6
458,"Spinal fusion except cervical with spinal curvature, malignancy, infection or extensive fusions without CC/MCC",0.7813,21.1,17.6
459,Spinal fusion except cervical with MCC,0.9111,23.2,19.3
460,Spinal fusion except cervical without MCC,0.7813,21.1,17.6
461,Bilateral or multiple major joint procedures of lower extremity with MCC,0.9111,23.2,19.3
462,Bilateral or multiple major joint procedures of lower extremity without MCC,0.7813,21.1,17.6
463,Wound debridement and skin graft except hand for musculoskeletal and connective tissue disorders with MCC,1.3981,34.1,28.4
464,Wound debridement and skin graft except hand for musculoskeletal and connective tissue disorders with CC,1.0571,32.7,27.3
465,Wound debridement and skin graft except hand for musculoskeletal and connective tissue disorders without CC/MCC,0.6366,19.3,16.1
466,Revision of hip or knee replacement with MCC,0.7813,21.1,17.6
467,Revision of hip or knee replacement with CC,0.4651,15.7,13.1
468,Revision of hip or knee replacement without CC/MCC,0.4651,15.7,13.1
469,Major hip and knee joint replacement or reattachment of lower extremity with MCC or total ankle replacement,1.3482,31.9,26.6
470,Major hip and knee joint replacement or reattachment of lower extremity without MCC,1.0424,26.9,22.4
471,Cervical spinal fusion with MCC,0.7813,21.1,17.6
472,Cervical spinal fusion with CC,0.7813,21.1,17.6
473,Cervical spinal fusion without CC/MCC,0.7813,21.1,17.6
474,Amputation for musculoskeletal system and connective tissue disorders with MCC,1.3482,31.9,26.6
475,Amputation for musculoskeletal system and connective tissue disorders with CC,1.0424,26.9,22.4
476,Amputation for musculoskeletal system and connective tissue disorders without CC/MCC,0.9111,23.2,19.3
477,Biopsies of musculoskeletal system and connective tissue with MCC,1.3482,31.9,26.6
478,Biopsies of musculoskeletal system and connective tissue with CC,0.9111,23.2,19.3
479,Biopsies of musculoskeletal system and connective tissue without CC/MCC,0.9111,23.2,19.3
480,Hip and femur procedures except major joint with MCC,1.3482,31.9,26.6
481,Hip and femur procedures except major joint with CC,1.3482,31.9,26.6
