drg,title,relative_weight,gmlos,sso
123,Neurological eye disorders,0.6711,19.8,16.5
124,Other disorders of the eye w MCC,0.6711,19.8,16.5
125,Other disorders of the eye w/o MCC,0.6711,19.8,16.5
129,Major head & neck procedures w CC/MCC or major device,1.1274,26.4,22.0
130,Major head & neck procedures w/o CC/MCC,0.8393,22.5,18.8
131,Cranial/facial procedures w CC/MCC,0.6711,19.8,16.5
132,Cranial/facial procedures w/o CC/MCC,0.6711,19.8,16.5
133,"Other ear, nose, mouth & throat O.R. procedures w CC/MCC",1.6769,34.8,29.0
134,"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC",0.6711,19.8,16.5
135,Sinus & mastoid procedures w CC/MCC,0.6711,19.8,16.5
136,Sinus & mastoid procedures w/o CC/MCC,0.6711,19.8,16.5
137,Mouth procedures w CC/MCC,1.1274,26.4,22.0
138,Mouth procedures w/o CC/MCC,0.6711,19.8,16.5
139,Salivary gland procedures,0.6711,19.8,16.5
146,"Ear, nose, mouth & throat malignancy w MCC",1.1274,26.4,22.0
147,"Ear, nose, mouth & throat malignancy w CC",0.8393,22.5,18.8
148,"Ear, nose, mouth & throat malignancy w/o CC/MCC",0.6711,19.8,16.5
149,Dysequilibrium,0.5268,17.5,14.6
150,Epistaxis w MCC,0.6711,19.8,16.5
151,Epistaxis w/o MCC,0.5268,17.5,14.6
152,Otitis media & URI w MCC,0.6711,19.8,16.5
153,Otitis media & URI w/o MCC,0.5268,17.5,14.6
154,"Other ear, nose, mouth & throat diagnoses w MCC",1.0252,24.0,20.0
155,"Other ear, nose, mouth & throat diagnoses w CC",0.6711,19.8,16.5
156,"Other ear, nose, mouth & throat diagnoses w/o CC/MCC",0.6711,19.8,16.5
157,Dental & Oral Diseases w MCC,1.6769,34.8,29.0
158,Dental & Oral Diseases w CC,0.6711,19.8,16.5
159,Dental & Oral Diseases w/o CC/MCC,0.6711,19.8,16.5
163,Major chest procedures w MCC,2.5614,41.9,34.9
164,Major chest procedures w CC,1.1274,26.4,22.0
165,Major chest procedures w/o CC/MCC,0.8393,22.5,18.8
166,Other resp system O.R. procedures w MCC,2.4015,41.0,34.2
167,Other resp system O.R. procedures w CC,1.3617,27.7,23.1
168,Other resp system O.R. procedures w/o CC/MCC,0.8393,22.5,18.8
175,Pulmonary embolism w MCC,0.6889,18.6,15.5
176,Pulmonary embolism w/o MCC,0.5268,17.5,14.6
177,Respiratory infections & inflammations w MCC,0.8517,22.2,18.5
178,Respiratory infections & inflammations w CC,0.6653,19.4,16.2
179,Respiratory infections & inflammations w/o CC/MCC,0.5268,17.5,14.6
180,Respiratory neoplasms w MCC,0.7615,18.5,15.4
181,Respiratory neoplasms w CC,0.6711,19.8,16.5
182,Respiratory neoplasms w/o CC/MCC,0.5268,17.5,14.6
183,Major chest trauma w MCC,1.1274,17.5,14.6
184,Major chest trauma w CC,1.1274,26.4,22.0
185,Major chest trauma w/o CC/MCC,0.8393,22.5,18.8
186,Pleural effusion w MCC,0.8255,20.9,17.4
187,Pleural effusion w CC,0.6711,19.8,16.5
188,Pleural effusion w/o CC/MCC,0.6711,19.8,16.5
189,Pulmonary edema & respiratory failure,0.9148,21.9,18.3
190,Chronic obstructive pulmonary disease w MCC,0.773,19.7,16.4
191,Chronic obstructive pulmonary disease w CC,0.6476,17.1,14.3
192,Chronic obstructive pulmonary disease w/o CC/MCC,0.523,13.9,11.6
193,Simple pneumonia & pleurisy w MCC,0.7652,20.1,16.8
194,Simple pneumonia & pleurisy w CC,0.5924,17.1,14.3
195,Simple pneumonia & pleurisy w/o CC/MCC,0.5268,17.5,14.6
196,Interstitial lung disease w MCC,0.7346,18.3,15.3
197,Interstitial lung disease w CC,0.7346,18.3,15.3
198,Interstitial lung disease w/o CC/MCC,0.523,13.9,11.6
199,Pneumothorax w MCC,0.7798,19.8,16.5
200,Pneumothorax w CC,0.6711,19.8,16.5
201,Pneumothorax w/o CC/MCC,0.6711,19.8,16.5
202,Bronchitis & asthma w CC/MCC,0.8393,22.5,18.8
203,Bronchitis & asthma w/o CC/MCC,0.523,13.9,11.6
204,Respiratory signs & symptoms,0.6933,18.2,15.2
205,Other respiratory system diagnoses w MCC,0.8845,22.1,18.4
206,Other respiratory system diagnoses w/o MCC,0.6577,18.6,15.5
207,Respiratory system diagnosis w ventilator support 96 hours,1.8567,31.8,26.5
208,Respiratory system diagnosis w ventilator support <96 hours,1.0804,21.6,18.0
215,Other heart assist system implant,1.6769,34.8,29.0
216,Cardiac valve & oth maj cardiothoracic proc w card cath w MCC,1.6769,34.8,29.0
217,Cardiac valve & oth maj cardiothoracic proc w card cath w CC,1.6769,34.8,29.0
218,Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC,1.6769,34.8,29.0
219,Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC,1.6769,34.8,29.0
220,Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC,1.6769,34.8,29.0
221,Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC,1.6769,34.8,29.0
222,Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC,1.1274,26.4,22.0
223,Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC,1.1274,26.4,22.0
224,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC,1.1274,26.4,22.0
225,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC,1.1274,26.4,22.0
226,Cardiac defibrillator implant w/o cardiac cath w MCC,1.6769,34.8,29.0
227,Cardiac defibrillator implant w/o cardiac cath w/o MCC,1.6769,34.8,29.0
228,Other cardiothoracic procedures w MCC,1.6902,34.6,28.8
229,Other cardiothoracic procedures w CC,1.1274,26.4,22.0
230,Other cardiothoracic procedures w/o CC/MCC,1.1274,26.4,22.0
231,Coronary bypass w PTCA w MCC,1.6769,34.8,29.0
232,Coronary bypass w PTCA w/o MCC,1.2854,31.7,26.4
233,Coronary bypass w cardiac cath w MCC,1.6769,34.8,29.0
234,Coronary bypass w cardiac cath w/o MCC,1.2854,31.7,26.4
235,Coronary bypass w/o cardiac cath w MCC,1.6769,34.8,29.0
236,Coronary bypass w/o cardiac cath w/o MCC,1.2854,31.7,26.4
239,Amputation for circ sys disorders exc upper limb & toe w MCC,1.9707,41.4,34.5
240,Amputation for circ sys disorders exc upper limb & toe w CC,1.1274,26.4,22.0
241,Amputation for circ sys disorders exc upper limb & toe w/o CC/MCC,0.8393,22.5,18.8
242,Permanent cardiac pacemaker implant w MCC,1.1274,26.4,22.0
243,Permanent cardiac pacemaker implant w CC,1.1274,26.4,22.0
244,Permanent cardiac pacemaker implant w/o CC/MCC,0.8393,22.5,18.8
245,AICD generator procedures,0.8393,22.5,18.8
246,Perc cardiovasc proc w drug-eluting stent w MCC or 4 vessels/stents,1.6769,34.8,29.0
247,Perc cardiovasc proc w drug-eluting stent w/o MCC,1.2854,31.7,26.4
248,Perc cardiovasc proc w non-drug-eluting stent w MCC or 4 ves/stents,1.6769,34.8,29.0
249,Perc cardiovasc proc w non-drug-eluting stent w/o MCC,0.8393,22.5,18.8
250,Perc cardiovasc proc w/o coronary artery stent w MCC,1.1274,26.4,22.0
251,Perc cardiovasc proc w/o coronary artery stent w/o MCC,0.8393,22.5,18.8
252,Other vascular procedures w MCC,1.6902,34.6,28.8
253,Other vascular procedures w CC,1.1274,26.4,22.0
254,Other vascular procedures w/o CC/MCC,1.9707,41.4,34.5
255,Upper limb & toe amputation for circ system disorders w MCC,1.6769,34.8,29.0
256,Upper limb & toe amputation for circ system disorders w CC,1.6769,34.8,29.0
257,Upper limb & toe amputation for circ system disorders w/o CC/MCC,0.8393,22.5,18.8
258,Cardiac pacemaker device replacement w MCC,1.1274,26.4,22.0
259,Cardiac pacemaker device replacement w/o MCC,0.8393,22.5,18.8
260,Cardiac pacemaker revision except device replacement w MCC,1.1274,26.4,22.0
261,Cardiac pacemaker revision except device replacement w CC,1.1274,26.4,22.0
262,Cardiac pacemaker revision except device replacement w/o CC/MCC,0.8393,22.5,18.8
263,Vein ligation & stripping,0.8393,22.5,18.8
264,Other circulatory system O.R. procedures,1.2854,31.7,26.4
265,AICD lead procedures,1.1274,26.4,22.0
266,Endovascular cardiac valve replacement w MCC,1.6769,34.8,29.0
267,Endovascular cardiac valve replacement w/o MCC,1.6769,34.8,29.0
268,Aortic and heart assist procedures except pulsation balloon w MCC,1.6769,34.8,29.0
269,Aortic and heart assist procedures except pulsation balloon w/o MCC,1.2854,31.7,26.4
270,Other major cardiovascular procedures w MCC,1.6769,34.8,29.0
271,Other major cardiovascular procedures w CC,1.1274,26.4,22.0
272,Other major cardiovascular procedures w/o CC/MCC,0.8393,22.5,18.8
273,Percutaneous intracardiac procedures w MCC,1.1274,26.4,22.0
274,Percutaneous intracardiac procedures  w/o MCC,0.8393,22.5,18.8
280,"Acute myocardial infarction, discharged alive w MCC",0.8656,22.4,18.7
281,"Acute myocardial infarction, discharged alive w CC",0.6388,17.4,14.5
282,"Acute myocardial infarction, discharged alive w/o CC/MCC",0.6388,17.4,14.5
283,"Acute myocardial infarction, expired w MCC",1.116,18.9,15.8
284,"Acute myocardial infarction, expired w CC",0.5268,17.5,14.6
285,"Acute myocardial infarction, expired w/o CC/MCC",0.5268,17.5,14.6
286,"Circulatory disorders except AMI, w card cath w MCC",1.6769,34.8,29.0
287,"Circulatory disorders except AMI, w card cath w/o MCC",0.8393,22.5,18.8
288,Acute & subacute endocarditis w MCC,1.163,26.7,22.3
289,Acute & subacute endocarditis w CC,1.0091,27.5,22.9
290,Acute & subacute endocarditis w/o CC/MCC,0.6711,19.8,16.5
291,Heart failure & shock w MCC,0.8482,21.5,17.9
292,Heart failure & shock w CC,0.6185,18.3,15.3
293,Heart failure & shock w/o CC/MCC,0.6185,18.3,15.3
294,Deep vein thrombophlebitis w CC/MCC,0.5268,17.5,14.6
295,Deep vein thrombophlebitis w/o CC/MCC,0.5268,17.5,14.6
296,"Cardiac arrest, unexplained w MCC",0.8482,21.5,17.9
297,"Cardiac arrest, unexplained w CC",0.6185,18.3,15.3
298,"Cardiac arrest, unexplained w/o CC/MCC",0.6185,18.3,15.3
299,Peripheral vascular disorders w MCC,0.8612,21.8,18.2
300,Peripheral vascular disorders w CC,0.569,19.2,16.0
301,Peripheral vascular disorders w/o CC/MCC,0.569,19.2,16.0
302,Atherosclerosis w MCC,0.8244,22.8,19.0
303,Atherosclerosis w/o MCC,0.6711,19.8,16.5
304,Hypertension w MCC,0.8393,22.5,18.8
305,Hypertension w/o MCC,0.5268,17.5,14.6
306,Cardiac congenital & valvular disorders w MCC,0.9042,22.5,18.8
307,Cardiac congenital & valvular disorders w/o MCC,0.6711,19.8,16.5
308,Cardiac arrhythmia & conduction disorders w MCC,0.7477,19.3,16.1
309,Cardiac arrhythmia & conduction disorders w CC,0.6711,19.8,16.5
310,Cardiac arrhythmia & conduction disorders w/o CC/MCC,0.6711,19.8,16.5
311,Angina pectoris,0.5268,17.5,14.6
312,Syncope & collapse,0.5268,17.5,14.6
313,Chest pain,0.5268,17.5,14.6
314,Other circulatory system diagnoses w MCC,1.0204,23.9,19.9
315,Other circulatory system diagnoses w CC,0.6613,20.0,16.7
316,Other circulatory system diagnoses w/o CC/MCC,0.5268,17.5,14.6
326,"Stomach, esophageal & duodenal proc w MCC",1.6769,34.8,29.0
327,"Stomach, esophageal & duodenal proc w CC",1.6769,34.8,29.0
328,"Stomach, esophageal & duodenal proc w/o CC/MCC",0.7084,21.3,17.8
329,Major small & large bowel procedures w MCC,1.6769,34.8,29.0
330,Major small & large bowel procedures w CC,0.7084,21.3,17.8
331,Major small & large bowel procedures w/o CC/MCC,0.7084,21.3,17.8
332,Rectal resection w MCC,1.1274,26.4,22.0
333,Rectal resection w CC,0.7084,21.3,17.8
334,Rectal resection w/o CC/MCC,0.7084,21.3,17.8
335,Peritoneal adhesiolysis w MCC,1.6769,34.8,29.0
336,Peritoneal adhesiolysis w CC,1.6769,34.8,29.0
337,Peritoneal adhesiolysis w/o CC/MCC,0.7084,21.3,17.8
338,Appendectomy w complicated principal diag w MCC,1.6769,34.8,29.0
339,Appendectomy w complicated principal diag w CC,1.6769,34.8,29.0
340,Appendectomy w complicated principal diag w/o CC/MCC,0.7084,21.3,17.8
341,Appendectomy w/o complicated principal diag w MCC,0.9564,23.9,19.9
342,Appendectomy w/o complicated principal diag w CC,0.7084,21.3,17.8
343,Appendectomy w/o complicated principal diag w/o CC/MCC,0.7084,21.3,17.8
344,Minor small & large bowel procedures w MCC,0.9564,23.9,19.9
345,Minor small & large bowel procedures w CC,0.7084,21.3,17.8
346,Minor small & large bowel procedures w/o CC/MCC,0.7084,21.3,17.8
347,Anal & stomal procedures w MCC,1.1274,26.4,22.0
348,Anal & stomal procedures w CC,0.7084,21.3,17.8
349,Anal & stomal procedures w/o CC/MCC,0.7084,21.3,17.8
350,Inguinal & femoral hernia procedures w MCC,0.9564,23.9,19.9
351,Inguinal & femoral hernia procedures w CC,0.7084,21.3,17.8
352,Inguinal & femoral hernia procedures w/o CC/MCC,0.7084,21.3,17.8
353,Hernia procedures except inguinal & femoral w MCC,1.1274,26.4,22.0
354,Hernia procedures except inguinal & femoral w CC,1.1274,26.4,22.0
355,Hernia procedures except inguinal & femoral w/o CC/MCC,1.1274,26.4,22.0
356,Other digestive system O.R. procedures w MCC,1.5995,34.0,28.3
357,Other digestive system O.R. procedures w CC,0.8393,22.5,18.8
358,Other digestive system O.R. procedures w/o CC/MCC,0.7084,21.3,17.8
368,Major esophageal disorders w MCC,1.1274,26.4,22.0
369,Major esophageal disorders w CC,0.6711,19.8,16.5
370,Major esophageal disorders w/o CC/MCC,0.6711,19.8,16.5
371,Major gastrointestinal disorders & peritoneal infections w MCC,0.9564,23.9,19.9
372,Major gastrointestinal disorders & peritoneal infections w CC,0.7084,21.3,17.8
373,Major gastrointestinal disorders & peritoneal infections w/o CC/MCC,0.7084,21.3,17.8
374,Digestive malignancy w MCC,0.9826,23.7,19.8
375,Digestive malignancy w CC,0.8393,22.5,18.8
376,Digestive malignancy w/o CC/MCC,0.6047,20.2,16.8
377,G.I. hemorrhage w MCC,0.7827,23.2,19.3
378,G.I. hemorrhage w CC,0.5268,17.5,14.6
379,G.I. hemorrhage w/o CC/MCC,0.5268,17.5,14.6
380,Complicated peptic ulcer w MCC,0.8393,22.5,18.8
381,Complicated peptic ulcer w CC,0.8393,22.5,18.8
382,Complicated peptic ulcer w/o CC/MCC,0.6047,20.2,16.8
383,Uncomplicated peptic ulcer w MCC,0.5268,17.5,14.6
384,Uncomplicated peptic ulcer w/o MCC,0.5268,17.5,14.6
385,Inflammatory bowel disease w MCC,0.8393,22.5,18.8
386,Inflammatory bowel disease w CC,0.6711,19.8,16.5
387,Inflammatory bowel disease w/o CC/MCC,0.5268,17.5,14.6
388,G.I. obstruction w MCC,1.1681,24.6,20.5
389,G.I. obstruction w CC,0.8393,22.5,18.8
390,G.I. obstruction w/o CC/MCC,0.6047,20.2,16.8
391,"Esophagitis, gastroent & misc digest disorders w MCC",0.9106,23.2,19.3
392,"Esophagitis, gastroent & misc digest disorders w/o MCC",0.6047,20.2,16.8
393,Other digestive system diagnoses w MCC,1.0717,25.0,20.8
394,Other digestive system diagnoses w CC,0.8002,21.8,18.2
395,Other digestive system diagnoses w/o CC/MCC,0.5268,17.5,14.6
405,"Pancreas, liver & shunt procedures w MCC",1.6769,34.8,29.0
406,"Pancreas, liver & shunt procedures w CC",0.5268,17.5,14.6
407,"Pancreas, liver & shunt procedures w/o CC/MCC",0.5268,17.5,14.6
408,Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC,0.5268,17.5,14.6
409,Biliary tract proc except only cholecyst w or w/o c.d.e. w CC,0.5268,17.5,14.6
410,Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC,0.5268,17.5,14.6
411,Cholecystectomy w c.d.e. w MCC,1.6769,34.8,29.0
412,Cholecystectomy w c.d.e. w CC,0.5268,17.5,14.6
413,Cholecystectomy w c.d.e. w/o CC/MCC,0.5268,17.5,14.6
414,Cholecystectomy except by laparoscope w/o c.d.e. w MCC,0.8393,22.5,18.8
415,Cholecystectomy except by laparoscope w/o c.d.e. w CC,0.8393,22.5,18.8
416,Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC,0.5268,17.5,14.6
417,Laparoscopic cholecystectomy w/o c.d.e. w MCC,1.6769,34.8,29.0
418,Laparoscopic cholecystectomy w/o c.d.e. w CC,0.5268,17.5,14.6
419,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,0.5268,17.5,14.6
420,Hepatobiliary diagnostic procedures w MCC,0.8393,22.5,18.8
421,Hepatobiliary diagnostic procedures w CC,0.8393,22.5,18.8
422,Hepatobiliary diagnostic procedures w/o CC/MCC,0.5268,17.5,14.6
423,Other hepatobiliary or pancreas O.R. procedures w MCC,1.6769,34.8,29.0
424,Other hepatobiliary or pancreas O.R. procedures w CC,0.5268,17.5,14.6
425,Other hepatobiliary or pancreas O.R. procedures w/o CC/MCC,0.5268,17.5,14.6
432,Cirrhosis & alcoholic hepatitis w MCC,0.7254,20.5,17.1
433,Cirrhosis & alcoholic hepatitis w CC,0.5268,17.5,14.6
434,Cirrhosis & alcoholic hepatitis w/o CC/MCC,0.5268,17.5,14.6
435,Malignancy of hepatobiliary system or pancreas w MCC,1.1274,26.4,22.0
436,Malignancy of hepatobiliary system or pancreas w CC,0.6711,19.8,16.5
437,Malignancy of hepatobiliary system or pancreas w/o CC/MCC,0.6047,20.2,16.8
438,Disorders of pancreas except malignancy w MCC,1.0871,24.2,20.2
439,Disorders of pancreas except malignancy w CC,0.7616,21.6,18.0
440,Disorders of pancreas except malignancy w/o CC/MCC,0.5268,17.5,14.6
441,"Disorders of liver except malig,cirr,alc hepa w MCC",0.8125,21.1,17.6
442,"Disorders of liver except malig,cirr,alc hepa w CC",0.6711,19.8,16.5
443,"Disorders of liver except malig,cirr,alc hepa w/o CC/MCC",0.5268,17.5,14.6
444,Disorders of the biliary tract w MCC,1.0413,24.4,20.3
445,Disorders of the biliary tract w CC,0.8393,22.5,18.8
446,Disorders of the biliary tract w/o CC/MCC,0.5268,17.5,14.6
453,Combined anterior/posterior spinal fusion w MCC,0.9533,25.8,21.5
454,Combined anterior/posterior spinal fusion w CC,0.8064,24.5,20.4
455,Combined anterior/posterior spinal fusion w/o CC/MCC,0.6711,19.8,16.5
456,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w MCC,0.9557,25.5,21.3
457,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w CC,0.8283,25.0,20.8
458,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w/o CC/MCC,0.6711,19.8,16.5
459,Spinal fusion except cervical w MCC,1.0659,24.3,20.3
460,Spinal fusion except cervical w/o MCC,0.5268,17.5,14.6
461,Bilateral or multiple major joint procs of lower extremity w MCC,1.6769,34.8,29.0
462,Bilateral or multiple major joint procs of lower extremity w/o MCC,1.6769,34.8,29.0
463,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC",1.5715,38.6,32.2
464,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC",1.305,35.1,29.3
465,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC",0.6711,19.8,16.5
466,Revision of hip or knee replacement w MCC,1.6769,34.8,29.0
467,Revision of hip or knee replacement w CC,0.7264,23.6,19.7
468,Revision of hip or knee replacement w/o CC/MCC,0.7264,23.6,19.7
469,Major joint replacement or reattachment of lower extremity w MCC,0.9416,24.3,20.3
470,Major joint replacement or reattachment of lower extremity w/o MCC,0.7264,23.6,19.7
471,Cervical spinal fusion w MCC,0.9557,25.5,21.3
472,Cervical spinal fusion w CC,0.8283,25.0,20.8
473,Cervical spinal fusion w/o CC/MCC,0.6711,19.8,16.5
474,Amputation for musculoskeletal sys & conn tissue dis w MCC,1.6444,36.2,30.2
475,Amputation for musculoskeletal sys & conn tissue dis w CC,0.8393,22.5,18.8
476,Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC,0.8393,22.5,18.8
477,Biopsies of musculoskeletal system & connective tissue w MCC,1.6769,34.8,29.0
478,Biopsies of musculoskeletal system & connective tissue w CC,1.6769,34.8,29.0
479,Biopsies of musculoskeletal system & connective tissue w/o CC/MCC,0.8393,22.5,18.8
480,Hip & femur procedures except major joint w MCC,1.6769,34.8,29.0
481,Hip & femur procedures except major joint w CC,1.6769,34.8,29.0
482,Hip & femur procedures except major joint w/o CC/MCC,0.8393,22.5,18.8
483,Major joint/limb reattachment procedure of upper extremities,0.9416,24.3,20.3
485,Knee procedures w pdx of infection w MCC,1.1274,26.4,22.0
486,Knee procedures w pdx of infection w CC,1.1274,26.4,22.0
487,Knee procedures w pdx of infection w/o CC/MCC,1.1003,29.0,24.2
