drg,title,relative_weight,gmlos,sso
123,Neurological eye disorders,0.5008,16.2,13.5
124,Other disorders of the eye w MCC,0.5008,16.2,13.5
125,Other disorders of the eye w/o MCC,0.5008,16.2,13.5
129,Major head & neck procedures w CC/MCC or major device,1.1287,28.5,23.8
130,Major head & neck procedures w/o CC/MCC,0.5008,16.2,13.5
131,Cranial/facial procedures w CC/MCC,0.6798,20.5,17.1
132,Cranial/facial procedures w/o CC/MCC,0.5008,16.2,13.5
133,"Other ear, nose, mouth & throat O.R. procedures w CC/MCC",1.1287,28.5,23.8
134,"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC",0.5008,16.2,13.5
135,Sinus & mastoid procedures w CC/MCC,0.6798,20.5,17.1
136,Sinus & mastoid procedures w/o CC/MCC,0.5008,16.2,13.5
137,Mouth procedures w CC/MCC,0.6798,20.5,17.1
138,Mouth procedures w/o CC/MCC,0.5008,16.2,13.5
139,Salivary gland procedures,0.6798,20.5,17.1
146,"Ear, nose, mouth & throat malignancy w MCC",1.1287,28.5,23.8
147,"Ear, nose, mouth & throat malignancy w CC",0.5008,16.2,13.5
148,"Ear, nose, mouth & throat malignancy w/o CC/MCC",0.5008,16.2,13.5
149,Dysequilibrium,0.5008,16.2,13.5
150,Epistaxis w MCC,0.8613,23.1,19.3
151,Epistaxis w/o MCC,0.6798,20.5,17.1
152,Otitis media & URI w MCC,0.8613,23.1,19.3
153,Otitis media & URI w/o MCC,0.6798,20.5,17.1
154,"Other ear, nose, mouth & throat diagnoses w MCC",1.1287,28.5,23.8
155,"Other ear, nose, mouth & throat diagnoses w CC",0.6798,20.5,17.1
156,"Other ear, nose, mouth & throat diagnoses w/o CC/MCC",0.5008,16.2,13.5
157,Dental & Oral Diseases w MCC,0.8613,23.1,19.3
158,Dental & Oral Diseases w CC,0.6798,20.5,17.1
159,Dental & Oral Diseases w/o CC/MCC,0.5008,16.2,13.5
163,Major chest procedures w MCC,2.5583,42.5,35.4
164,Major chest procedures w CC,1.1287,28.5,23.8
165,Major chest procedures w/o CC/MCC,1.1287,28.5,23.8
166,Other resp system O.R. procedures w MCC,2.4628,41.6,34.7
167,Other resp system O.R. procedures w CC,1.6061,33.0,27.5
168,Other resp system O.R. procedures w/o CC/MCC,1.1287,28.5,23.8
175,Pulmonary embolism w MCC,0.7285,21.0,17.5
176,Pulmonary embolism w/o MCC,0.6798,20.5,17.1
177,Respiratory infections & inflammations w MCC,0.8359,22.0,18.3
178,Respiratory infections & inflammations w CC,0.6587,19.0,15.8
179,Respiratory infections & inflammations w/o CC/MCC,0.5008,16.2,13.5
180,Respiratory neoplasms w MCC,0.8613,23.1,19.3
181,Respiratory neoplasms w CC,0.6798,20.5,17.1
182,Respiratory neoplasms w/o CC/MCC,0.5008,16.2,13.5
183,Major chest trauma w MCC,1.1287,28.5,23.8
184,Major chest trauma w CC,1.1287,28.5,23.8
185,Major chest trauma w/o CC/MCC,1.1287,28.5,23.8
186,Pleural effusion w MCC,0.9345,21.6,18.0
187,Pleural effusion w CC,0.9345,21.6,18.0
188,Pleural effusion w/o CC/MCC,0.5008,16.2,13.5
189,Pulmonary edema & respiratory failure,0.9012,21.4,17.8
190,Chronic obstructive pulmonary disease w MCC,0.7653,19.4,16.2
191,Chronic obstructive pulmonary disease w CC,0.5895,16.6,13.8
192,Chronic obstructive pulmonary disease w/o CC/MCC,0.5195,14.7,12.3
193,Simple pneumonia & pleurisy w MCC,0.745,19.7,16.4
194,Simple pneumonia & pleurisy w CC,0.5598,16.6,13.8
195,Simple pneumonia & pleurisy w/o CC/MCC,0.5008,16.2,13.5
196,Interstitial lung disease w MCC,0.7686,18.6,15.5
197,Interstitial lung disease w CC,0.7686,18.6,15.5
198,Interstitial lung disease w/o CC/MCC,0.5008,16.2,13.5
199,Pneumothorax w MCC,0.8743,22.6,18.8
200,Pneumothorax w CC,0.6798,20.5,17.1
201,Pneumothorax w/o CC/MCC,0.5008,16.2,13.5
202,Bronchitis & asthma w CC/MCC,0.6505,16.9,14.1
203,Bronchitis & asthma w/o CC/MCC,0.5008,16.2,13.5
204,Respiratory signs & symptoms,0.7771,21.7,18.1
205,Other respiratory system diagnoses w MCC,0.8198,20.7,17.3
206,Other respiratory system diagnoses w/o MCC,0.6798,20.5,17.1
207,Respiratory system diagnosis w ventilator support >96 hours,1.8542,31.9,26.6
208,Respiratory system diagnosis w ventilator support <=96 hours,1.1033,21.8,18.2
215,Other heart assist system implant,1.5259,30.5,25.4
216,Cardiac valve & oth maj cardiothoracic proc w card cath w MCC,1.5259,30.5,25.4
217,Cardiac valve & oth maj cardiothoracic proc w card cath w CC,1.5259,30.5,25.4
218,Cardiac valve & oth maj cardiothoracic proc w card cath w/o CC/MCC,0.8613,23.1,19.3
219,Cardiac valve & oth maj cardiothoracic proc w/o card cath w MCC,1.5259,30.5,25.4
220,Cardiac valve & oth maj cardiothoracic proc w/o card cath w CC,1.5259,30.5,25.4
221,Cardiac valve & oth maj cardiothoracic proc w/o card cath w/o CC/MCC,1.5259,30.5,25.4
222,Cardiac defib implant w cardiac cath w AMI/HF/shock w MCC,1.1287,28.5,23.8
223,Cardiac defib implant w cardiac cath w AMI/HF/shock w/o MCC,1.1287,28.5,23.8
224,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC,1.1287,28.5,23.8
225,Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC,1.1287,28.5,23.8
226,Cardiac defibrillator implant w/o cardiac cath w MCC,1.8964,40.0,33.3
227,Cardiac defibrillator implant w/o cardiac cath w/o MCC,1.8964,40.0,33.3
228,Other cardiothoracic procedures w MCC,1.5259,30.5,25.4
229,Other cardiothoracic procedures w/o MCC,0.8613,23.1,19.3
231,Coronary bypass w PTCA w MCC,1.5259,30.5,25.4
232,Coronary bypass w PTCA w/o MCC,1.2752,32.0,26.7
233,Coronary bypass w cardiac cath w MCC,1.5259,30.5,25.4
234,Coronary bypass w cardiac cath w/o MCC,1.2752,32.0,26.7
235,Coronary bypass w/o cardiac cath w MCC,1.5259,30.5,25.4
236,Coronary bypass w/o cardiac cath w/o MCC,1.2752,32.0,26.7
239,Amputation for circ sys disorders exc upper limb & toe w MCC,2.0707,38.4,32.0
240,Amputation for circ sys disorders exc upper limb & toe w CC,1.1287,28.5,23.8
241,Amputation for circ sys disorders exc upper limb & toe w/o CC/MCC,1.1287,28.5,23.8
242,Permanent cardiac pacemaker implant w MCC,1.1287,28.5,23.8
243,Permanent cardiac pacemaker implant w CC,1.1287,28.5,23.8
244,Permanent cardiac pacemaker implant w/o CC/MCC,1.1287,28.5,23.8
245,AICD generator procedures,1.8964,40.0,33.3
246,Perc cardiovasc proc w drug-eluting stent w MCC or 4 vessels/stents,1.8964,40.0,33.3
247,Perc cardiovasc proc w drug-eluting stent w/o MCC,1.2752,32.0,26.7
248,Perc cardiovasc proc w non-drug-eluting stent w MCC or 4 ves/stents,1.8964,40.0,33.3
249,Perc cardiovasc proc w non-drug-eluting stent w/o MCC,1.1287,28.5,23.8
250,Perc cardiovasc proc w/o coronary artery stent w MCC,1.8964,40.0,33.3
251,Perc cardiovasc proc w/o coronary artery stent w/o MCC,1.1287,28.5,23.8
252,Other vascular procedures w MCC,1.5259,30.5,25.4
253,Other vascular procedures w CC,0.8613,23.1,19.3
254,Other vascular procedures w/o CC/MCC,0.8613,23.1,19.3
255,Upper limb & toe amputation for circ system disorders w MCC,1.8964,40.0,33.3
256,Upper limb & toe amputation for circ system disorders w CC,0.8613,23.1,19.3
257,Upper limb & toe amputation for circ system disorders w/o CC/MCC,0.8613,23.1,19.3
258,Cardiac pacemaker device replacement w MCC,1.1287,28.5,23.8
259,Cardiac pacemaker device replacement w/o MCC,1.1287,28.5,23.8
260,Cardiac pacemaker revision except device replacement w MCC,1.1287,28.5,23.8
261,Cardiac pacemaker revision except device replacement w CC,0.8613,23.1,19.3
262,Cardiac pacemaker revision except device replacement w/o CC/MCC,0.8613,23.1,19.3
263,Vein ligation & stripping,1.1287,28.5,23.8
264,Other circulatory system O.R. procedures,1.2752,32.0,26.7
265,AICD lead procedures,1.1287,28.5,23.8
266,Endovascular cardiac valve replacement w MCC,1.5259,30.5,25.4
267,Endovascular cardiac valve replacement w/o MCC,0.8613,23.1,19.3
268,Aortic and heart assist procedures except pulsation balloon w MCC,1.5259,30.5,25.4
269,Aortic and heart assist procedures except pulsation balloon w/o MCC,1.2752,32.0,26.7
270,Other major cardiovascular procedures w MCC,1.8964,40.0,33.3
271,Other major cardiovascular procedures w CC,1.1287,28.5,23.8
272,Other major cardiovascular procedures w/o CC/MCC,1.1287,28.5,23.8
273,Percutaneous intracardiac procedures w MCC,1.1287,28.5,23.8
274,Percutaneous intracardiac procedures  w/o MCC,0.6798,20.5,17.1
280,"Acute myocardial infarction, discharged alive w MCC",0.9161,24.5,20.4
281,"Acute myocardial infarction, discharged alive w CC",0.6798,20.5,17.1
282,"Acute myocardial infarction, discharged alive w/o CC/MCC",0.6798,20.5,17.1
283,"Acute myocardial infarction, expired w MCC",0.8103,16.2,13.5
284,"Acute myocardial infarction, expired w CC",0.8103,16.2,13.5
285,"Acute myocardial infarction, expired w/o CC/MCC",0.8103,16.2,13.5
286,"Circulatory disorders except AMI, w card cath w MCC",1.8964,40.0,33.3
287,"Circulatory disorders except AMI, w card cath w/o MCC",1.1287,28.5,23.8
288,Acute & subacute endocarditis w MCC,1.0732,26.6,22.2
289,Acute & subacute endocarditis w CC,0.7159,23.3,19.4
290,Acute & subacute endocarditis w/o CC/MCC,0.5008,16.2,13.5
291,Heart failure & shock w MCC,0.8175,21.4,17.8
292,Heart failure & shock w CC,0.6345,18.6,15.5
293,Heart failure & shock w/o CC/MCC,0.5008,16.2,13.5
294,Deep vein thrombophlebitis w CC/MCC,0.6798,20.5,17.1
295,Deep vein thrombophlebitis w/o CC/MCC,0.6798,20.5,17.1
296,"Cardiac arrest, unexplained w MCC",0.8175,21.4,17.8
297,"Cardiac arrest, unexplained w CC",0.6345,18.6,15.5
298,"Cardiac arrest, unexplained w/o CC/MCC",0.5008,16.2,13.5
299,Peripheral vascular disorders w MCC,0.8113,21.8,18.2
300,Peripheral vascular disorders w CC,0.6137,20.6,17.2
301,Peripheral vascular disorders w/o CC/MCC,0.5008,16.2,13.5
302,Atherosclerosis w MCC,1.0109,23.0,19.2
303,Atherosclerosis w/o MCC,0.5008,16.2,13.5
304,Hypertension w MCC,0.6798,20.5,17.1
305,Hypertension w/o MCC,0.6798,20.5,17.1
306,Cardiac congenital & valvular disorders w MCC,0.9399,23.7,19.8
307,Cardiac congenital & valvular disorders w/o MCC,0.6798,20.5,17.1
308,Cardiac arrhythmia & conduction disorders w MCC,0.8132,21.8,18.2
309,Cardiac arrhythmia & conduction disorders w CC,0.5008,16.2,13.5
310,Cardiac arrhythmia & conduction disorders w/o CC/MCC,0.5008,16.2,13.5
311,Angina pectoris,0.5008,16.2,13.5
312,Syncope & collapse,0.5008,16.2,13.5
313,Chest pain,0.8613,23.1,19.3
314,Other circulatory system diagnoses w MCC,1.0092,24.1,20.1
315,Other circulatory system diagnoses w CC,0.7182,20.8,17.3
316,Other circulatory system diagnoses w/o CC/MCC,0.5008,16.2,13.5
326,"Stomach, esophageal & duodenal proc w MCC",1.8964,40.0,33.3
327,"Stomach, esophageal & duodenal proc w CC",0.6798,20.5,17.1
328,"Stomach, esophageal & duodenal proc w/o CC/MCC",0.6314,19.9,16.6
329,Major small & large bowel procedures w MCC,1.8964,40.0,33.3
330,Major small & large bowel procedures w CC,0.6314,19.9,16.6
331,Major small & large bowel procedures w/o CC/MCC,0.6314,19.9,16.6
332,Rectal resection w MCC,1.8964,40.0,33.3
333,Rectal resection w CC,0.6314,19.9,16.6
334,Rectal resection w/o CC/MCC,0.6314,19.9,16.6
335,Peritoneal adhesiolysis w MCC,1.8964,40.0,33.3
336,Peritoneal adhesiolysis w CC,1.1287,28.5,23.8
337,Peritoneal adhesiolysis w/o CC/MCC,0.6314,19.9,16.6
338,Appendectomy w complicated principal diag w MCC,0.9542,24.2,20.2
339,Appendectomy w complicated principal diag w CC,0.6314,19.9,16.6
340,Appendectomy w complicated principal diag w/o CC/MCC,0.6314,19.9,16.6
341,Appendectomy w/o complicated principal diag w MCC,0.9542,24.2,20.2
342,Appendectomy w/o complicated principal diag w CC,0.6314,19.9,16.6
343,Appendectomy w/o complicated principal diag w/o CC/MCC,0.6314,19.9,16.6
344,Minor small & large bowel procedures w MCC,1.8964,40.0,33.3
345,Minor small & large bowel procedures w CC,0.6314,19.9,16.6
346,Minor small & large bowel procedures w/o CC/MCC,0.6314,19.9,16.6
347,Anal & stomal procedures w MCC,1.8964,40.0,33.3
348,Anal & stomal procedures w CC,0.6314,19.9,16.6
349,Anal & stomal procedures w/o CC/MCC,0.6314,19.9,16.6
350,Inguinal & femoral hernia procedures w MCC,0.9542,24.2,20.2
351,Inguinal & femoral hernia procedures w CC,0.6314,19.9,16.6
352,Inguinal & femoral hernia procedures w/o CC/MCC,0.6314,19.9,16.6
353,Hernia procedures except inguinal & femoral w MCC,1.8964,40.0,33.3
354,Hernia procedures except inguinal & femoral w CC,0.6798,20.5,17.1
355,Hernia procedures except inguinal & femoral w/o CC/MCC,0.6798,20.5,17.1
356,Other digestive system O.R. procedures w MCC,1.4664,34.0,28.3
357,Other digestive system O.R. procedures w CC,0.8613,23.1,19.3
358,Other digestive system O.R. procedures w/o CC/MCC,0.6314,19.9,16.6
368,Major esophageal disorders w MCC,1.0308,22.5,18.8
369,Major esophageal disorders w CC,0.6798,20.5,17.1
370,Major esophageal disorders w/o CC/MCC,0.6798,20.5,17.1
371,Major gastrointestinal disorders & peritoneal infections w MCC,0.9542,24.2,20.2
372,Major gastrointestinal disorders & peritoneal infections w CC,0.6314,19.9,16.6
373,Major gastrointestinal disorders & peritoneal infections w/o CC/MCC,0.6314,19.9,16.6
374,Digestive malignancy w MCC,0.9554,24.7,20.6
375,Digestive malignancy w CC,0.8613,23.1,19.3
376,Digestive malignancy w/o CC/MCC,0.6083,18.3,15.3
377,G.I. hemorrhage w MCC,0.8757,23.4,19.5
378,G.I. hemorrhage w CC,0.5008,16.2,13.5
379,G.I. hemorrhage w/o CC/MCC,0.5008,16.2,13.5
380,Complicated peptic ulcer w MCC,0.8613,23.1,19.3
381,Complicated peptic ulcer w CC,0.8613,23.1,19.3
382,Complicated peptic ulcer w/o CC/MCC,0.8613,23.1,19.3
383,Uncomplicated peptic ulcer w MCC,0.8613,23.1,19.3
384,Uncomplicated peptic ulcer w/o MCC,0.5008,16.2,13.5
385,Inflammatory bowel disease w MCC,1.1287,28.5,23.8
386,Inflammatory bowel disease w CC,0.5008,16.2,13.5
387,Inflammatory bowel disease w/o CC/MCC,0.5008,16.2,13.5
388,G.I. obstruction w MCC,1.0656,23.4,19.5
389,G.I. obstruction w CC,0.6647,20.2,16.8
390,G.I. obstruction w/o CC/MCC,0.5008,16.2,13.5
391,"Esophagitis, gastroent & misc digest disorders w MCC",0.8311,22.4,18.7
392,"Esophagitis, gastroent & misc digest disorders w/o MCC",0.6083,18.3,15.3
393,Other digestive system diagnoses w MCC,1.1067,26.3,21.9
394,Other digestive system diagnoses w CC,0.7592,21.1,17.6
395,Other digestive system diagnoses w/o CC/MCC,0.6798,20.5,17.1
405,"Pancreas, liver & shunt procedures w MCC",1.8964,40.0,33.3
406,"Pancreas, liver & shunt procedures w CC",0.5008,16.2,13.5
407,"Pancreas, liver & shunt procedures w/o CC/MCC",0.5008,16.2,13.5
408,Biliary tract proc except only cholecyst w or w/o c.d.e. w MCC,1.1287,28.5,23.8
409,Biliary tract proc except only cholecyst w or w/o c.d.e. w CC,1.1287,28.5,23.8
410,Biliary tract proc except only cholecyst w or w/o c.d.e. w/o CC/MCC,1.1287,28.5,23.8
411,Cholecystectomy w c.d.e. w MCC,0.5008,16.2,13.5
412,Cholecystectomy w c.d.e. w CC,0.5008,16.2,13.5
413,Cholecystectomy w c.d.e. w/o CC/MCC,0.5008,16.2,13.5
414,Cholecystectomy except by laparoscope w/o c.d.e. w MCC,1.1287,28.5,23.8
415,Cholecystectomy except by laparoscope w/o c.d.e. w CC,1.1287,28.5,23.8
416,Cholecystectomy except by laparoscope w/o c.d.e. w/o CC/MCC,1.1287,28.5,23.8
417,Laparoscopic cholecystectomy w/o c.d.e. w MCC,1.1287,28.5,23.8
418,Laparoscopic cholecystectomy w/o c.d.e. w CC,1.1287,28.5,23.8
419,Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC,1.1287,28.5,23.8
420,Hepatobiliary diagnostic procedures w MCC,1.8964,40.0,33.3
421,Hepatobiliary diagnostic procedures w CC,0.676,18.6,15.5
422,Hepatobiliary diagnostic procedures w/o CC/MCC,0.5008,16.2,13.5
423,Other hepatobiliary or pancreas O.R. procedures w MCC,1.1287,28.5,23.8
424,Other hepatobiliary or pancreas O.R. procedures w CC,1.1287,28.5,23.8
425,Other hepatobiliary or pancreas O.R. procedures w/o CC/MCC,0.6289,17.5,14.6
432,Cirrhosis & alcoholic hepatitis w MCC,0.6289,17.5,14.6
433,Cirrhosis & alcoholic hepatitis w CC,0.6289,17.5,14.6
434,Cirrhosis & alcoholic hepatitis w/o CC/MCC,0.6289,17.5,14.6
435,Malignancy of hepatobiliary system or pancreas w MCC,1.1287,28.5,23.8
436,Malignancy of hepatobiliary system or pancreas w CC,1.1287,28.5,23.8
437,Malignancy of hepatobiliary system or pancreas w/o CC/MCC,0.6083,18.3,15.3
438,Disorders of pancreas except malignancy w MCC,1.1083,23.4,19.5
439,Disorders of pancreas except malignancy w CC,0.676,18.6,15.5
440,Disorders of pancreas except malignancy w/o CC/MCC,0.5008,16.2,13.5
441,"Disorders of liver except malig,cirr,alc hepa w MCC",0.9608,23.0,19.2
442,"Disorders of liver except malig,cirr,alc hepa w CC",0.6082,19.0,15.8
443,"Disorders of liver except malig,cirr,alc hepa w/o CC/MCC",0.5008,16.2,13.5
444,Disorders of the biliary tract w MCC,0.8121,21.7,18.1
445,Disorders of the biliary tract w CC,0.8121,21.7,18.1
446,Disorders of the biliary tract w/o CC/MCC,0.8121,21.7,18.1
453,Combined anterior/posterior spinal fusion w MCC,1.8964,40.0,33.3
454,Combined anterior/posterior spinal fusion w CC,0.7605,24.9,20.8
455,Combined anterior/posterior spinal fusion w/o CC/MCC,0.7605,24.9,20.8
456,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w MCC,0.965,26.5,22.1
457,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w CC,0.8304,23.5,19.6
458,Spinal fus exc cerv w spinal curv/malig/infec or ext fus w/o CC/MCC,0.8304,23.5,19.6
459,Spinal fusion except cervical w MCC,1.1322,30.3,25.3
460,Spinal fusion except cervical w/o MCC,0.6798,20.5,17.1
461,Bilateral or multiple major joint procs of lower extremity w MCC,1.1287,28.5,23.8
462,Bilateral or multiple major joint procs of lower extremity w/o MCC,0.5008,16.2,13.5
463,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC",1.5716,38.7,32.3
464,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC",1.2289,34.2,28.5
465,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC",1.1287,28.5,23.8
466,Revision of hip or knee replacement w MCC,1.8964,40.0,33.3
467,Revision of hip or knee replacement w CC,1.8964,40.0,33.3
468,Revision of hip or knee replacement w/o CC/MCC,0.5008,16.2,13.5
469,Major joint replacement or reattachment of lower extremity w MCC,0.9145,24.2,20.2
470,Major joint replacement or reattachment of lower extremity w/o MCC,0.5008,16.2,13.5
471,Cervical spinal fusion w MCC,0.965,26.5,22.1
472,Cervical spinal fusion w CC,0.8304,23.5,19.6
473,Cervical spinal fusion w/o CC/MCC,0.8304,23.5,19.6
474,Amputation for musculoskeletal sys & conn tissue dis w MCC,1.8964,40.0,33.3
475,Amputation for musculoskeletal sys & conn tissue dis w CC,1.1287,28.5,23.8
476,Amputation for musculoskeletal sys & conn tissue dis w/o CC/MCC,1.1287,28.5,23.8
477,Biopsies of musculoskeletal system & connective tissue w MCC,1.8964,40.0,33.3
478,Biopsies of musculoskeletal system & connective tissue w CC,0.8613,23.1,19.3
479,Biopsies of musculoskeletal system & connective tissue w/o CC/MCC,0.8613,23.1,19.3
480,Hip & femur procedures except major joint w MCC,1.1287,28.5,23.8
481,Hip & femur procedures except major joint w CC,1.1287,28.5,23.8
482,Hip & femur procedures except major joint w/o CC/MCC,1.1287,28.5,23.8
483,Major joint/limb reattachment procedure of upper extremities,0.9145,24.2,20.2
485,Knee procedures w pdx of infection w MCC,1.1287,28.5,23.8
486,Knee procedures w pdx of infection w CC,1.1287,28.5,23.8
487,Knee procedures w pdx of infection w/o CC/MCC,1.1287,28.5,23.8
