drg,title,relative_weight,gmlos,sso
183,Major chest trauma with MCC,0.6431,19.4,16.2
184,Major chest trauma with CC,0.6431,19.4,16.2
185,Major chest trauma without CC/MCC,0.6431,19.4,16.2
186,Pleural effusion with MCC,0.8212,20.6,17.2
187,Pleural effusion with CC,0.6431,19.4,16.2
188,Pleural effusion without CC/MCC,0.6431,19.4,16.2
189,Pulmonary edema and respiratory failure,0.9446,21.3,17.8
190,Chronic obstructive pulmonary disease with MCC,0.7303,18.9,15.8
191,Chronic obstructive pulmonary disease with CC,0.6578,16.3,13.6
192,Chronic obstructive pulmonary disease without CC/MCC,0.6578,16.3,13.6
193,Simple pneumonia and pleurisy with MCC,0.7073,19.0,15.8
194,Simple pneumonia and pleurisy with CC,0.6168,17.9,14.9
195,Simple pneumonia and pleurisy without CC/MCC,0.5191,16.9,14.1
196,Interstitial lung disease with MCC,0.6431,19.4,16.2
197,Interstitial lung disease with CC,0.5191,16.9,14.1
198,Interstitial lung disease without CC/MCC,0.5191,16.9,14.1
199,Pneumothorax with MCC,0.5946,17.9,14.9
200,Pneumothorax with CC,0.5946,17.9,14.9
201,Pneumothorax without CC/MCC,0.5946,17.9,14.9
202,Bronchitis and asthma with CC/MCC,1.0691,26.0,21.7
203,Bronchitis and asthma without CC/MCC,0.5191,16.9,14.1
204,Respiratory signs and symptoms,1.7606,36.6,30.5
205,Other respiratory system diagnoses with MCC,0.9098,23.1,19.3
206,Other respiratory system diagnoses without MCC,0.8438,23.5,19.6
207,"Respiratory system diagnosis with ventilator support >96
hours",1.8773,31.9,26.6
208,"Respiratory system diagnosis with ventilator support <=96
hours",1.14,22.1,18.4
215,Other heart assist system implant,1.9394,33.8,28.2
216,"Cardiac valve and other major cardiothoracic procedures with
cardiac catheterization with MCC",1.9394,33.8,28.2
217,"Cardiac valve and other major cardiothoracic procedures with
cardiac catheterization with CC",1.9394,33.8,28.2
218,"Cardiac valve and other major cardiothoracic procedures with
cardiac catheterization without CC/MCC",1.9394,33.8,28.2
219,"Cardiac valve and other major cardiothoracic procedures
without cardiac catheterization with MCC",1.9394,33.8,28.2
220,"Cardiac valve and other major cardiothoracic procedures
without cardiac catheterization with CC",1.9394,33.8,28.2
221,"Cardiac valve and other major cardiothoracic procedures
without cardiac catheterization without CC/MCC",1.9394,33.8,28.2
222,"Cardiac defibrillator implant with cardiac catheterization with
AMI, HF or shock with MCC",1.7606,36.6,30.5
223,"Cardiac defibrillator implant with cardiac catheterization with
AMI, HF or shock without MCC",1.7606,36.6,30.5
224,"Cardiac defibrillator implant with cardiac catheterization
without AMI, HF or shock with MCC",1.7606,36.6,30.5
225,"Cardiac defibrillator implant with cardiac catheterization
without AMI, HF or shock without MCC",1.7606,36.6,30.5
226,"Cardiac defibrillator implant without cardiac catheterization
with MCC",1.0691,26.0,21.7
227,"Cardiac defibrillator implant without cardiac catheterization
without MCC",1.0691,26.0,21.7
228,Other cardiothoracic procedures with MCC,1.0691,26.0,21.7
229,Other cardiothoracic procedures without MCC,1.0691,26.0,21.7
231,Coronary bypass with PTCA with MCC,1.9394,33.8,28.2
232,Coronary bypass with PTCA without MCC,1.9394,33.8,28.2
233,Coronary bypass with cardiac catheterization with MCC,1.9394,33.8,28.2
234,Coronary bypass with cardiac catheterization without MCC,1.9394,33.8,28.2
235,Coronary bypass without cardiac catheterization with MCC,1.9394,33.8,28.2
236,"Coronary bypass without cardiac catheterization without
MCC",1.9394,33.8,28.2
239,"Amputation for circulatory system disorders except upper
limb and toe with MCC",1.8864,39.8,33.2
240,"Amputation for circulatory system disorders except upper
limb and toe with CC",1.7606,36.6,30.5
241,"Amputation for circulatory system disorders except upper
limb and toe without CC/MCC",1.7606,36.6,30.5
242,Permanent cardiac pacemaker implant with MCC,1.7606,36.6,30.5
243,Permanent cardiac pacemaker implant with CC,1.0691,26.0,21.7
244,Permanent cardiac pacemaker implant without CC/MCC,1.0691,26.0,21.7
245,AICD generator procedures,1.0691,26.0,21.7
246,"Percutaneous cardiovascular procedures with drug-eluting
stent with MCC or 4 arteries or stents",1.7606,36.6,30.5
247,"Percutaneous cardiovascular procedures with drug-eluting
stent without MCC",1.0691,26.0,21.7
248,"Percutaneous cardiovascular procedures with
non-drug-eluting stent with MCC or 4 arteries or stents",1.7606,36.6,30.5
249,"Percutaneous cardiovascular procedures with
non-drug-eluting stent without MCC",1.7606,36.6,30.5
250,"Percutaneous cardiovascular procedures without coronary
artery stent with MCC",1.7606,36.6,30.5
251,"Percutaneous cardiovascular procedures without coronary
artery stent without MCC",1.7606,36.6,30.5
252,Other vascular procedures with MCC,1.9394,33.8,28.2
253,Other vascular procedures with CC,1.9394,33.8,28.2
254,Other vascular procedures without CC/MCC,1.9394,33.8,28.2
255,"Upper limb and toe amputation for circulatory system
disorders with MCC",1.7606,36.6,30.5
256,"Upper limb and toe amputation for circulatory system
disorders with CC",1.7606,36.6,30.5
257,"Upper limb and toe amputation for circulatory system
disorders without CC/MCC",1.7606,36.6,30.5
258,Cardiac pacemaker device replacement with MCC,1.0691,26.0,21.7
259,Cardiac pacemaker device replacement without MCC,1.0691,26.0,21.7
260,"Cardiac pacemaker revision except device replacement with
MCC",1.7606,36.6,30.5
261,"Cardiac pacemaker revision except device replacement with
CC",1.7606,36.6,30.5
262,"Cardiac pacemaker revision except device replacement
without CC/MCC",1.7606,36.6,30.5
263,Vein ligation and stripping,1.3518,32.1,26.8
264,Other circulatory system O.R. procedures,1.3518,32.1,26.8
265,AICD lead procedures,1.0691,26.0,21.7
266,"Endovascular cardiac valve replacement and supplement
procedures with MCC",1.3518,32.1,26.8
267,"Endovascular cardiac valve replacement and supplement
procedures without MCC",1.3518,32.1,26.8
268,"Aortic and heart assist procedures except pulsation balloon
with MCC",0.6431,19.4,16.2
269,"Aortic and heart assist procedures except pulsation balloon
without MCC",0.6431,19.4,16.2
270,Other major cardiovascular procedures with MCC,1.7606,36.6,30.5
271,Other major cardiovascular procedures with CC,1.0691,26.0,21.7
272,Other major cardiovascular procedures without CC/MCC,1.0691,26.0,21.7
273,Percutaneous and other intracardiac procedures with MCC,1.0691,26.0,21.7
274,"Percutaneous and other intracardiac procedures without
MCC",1.0691,26.0,21.7
280,"Acute myocardial infarction, discharged alive with MCC",0.902,23.4,19.5
281,"Acute myocardial infarction, discharged alive with CC",0.5191,16.9,14.1
282,"Acute myocardial infarction, discharged alive without
CC/MCC",0.5191,16.9,14.1
283,"Acute myocardial infarction, expired with MCC",0.8956,17.5,14.6
284,"Acute myocardial infarction, expired with CC",0.5191,16.9,14.1
285,"Acute myocardial infarction, expired without CC/MCC",0.5191,16.9,14.1
286,"Circulatory disorders except AMI, with cardiac catheterization
with MCC",1.7606,36.6,30.5
287,"Circulatory disorders except AMI, with cardiac catheterization
without MCC",1.0691,26.0,21.7
288,Acute and subacute endocarditis with MCC,1.1432,25.5,21.3
289,Acute and subacute endocarditis with CC,0.7798,23.5,19.6
290,Acute and subacute endocarditis without CC/MCC,0.7798,23.5,19.6
291,Heart failure and shock with MCC,0.8612,21.4,17.8
292,Heart failure and shock with CC,0.5876,18.0,15.0
293,Heart failure and shock without CC/MCC,0.5876,18.0,15.0
294,Deep vein thrombophlebitis with CC/MCC,0.8438,23.5,19.6
295,Deep vein thrombophlebitis without CC/MCC,0.8438,23.5,19.6
296,"Cardiac arrest, unexplained with MCC",0.6431,19.4,16.2
297,"Cardiac arrest, unexplained with CC",0.5191,16.9,14.1
298,"Cardiac arrest, unexplained without CC/MCC",0.5191,16.9,14.1
299,Peripheral vascular disorders with MCC,0.8427,22.5,18.8
300,Peripheral vascular disorders with CC,0.4918,18.6,15.5
301,Peripheral vascular disorders without CC/MCC,0.4918,18.6,15.5
302,Atherosclerosis with MCC,1.0125,24.8,20.7
303,Atherosclerosis without MCC,0.8438,23.5,19.6
304,Hypertension with MCC,1.7606,36.6,30.5
305,Hypertension without MCC,1.0691,26.0,21.7
306,Cardiac congenital and valvular disorders with MCC,0.837,22.5,18.8
307,Cardiac congenital and valvular disorders without MCC,0.5191,16.9,14.1
308,Cardiac arrhythmia and conduction disorders with MCC,0.7023,19.7,16.4
309,Cardiac arrhythmia and conduction disorders with CC,0.7023,19.7,16.4
310,"Cardiac arrhythmia and conduction disorders without
CC/MCC",0.5191,16.9,14.1
311,Angina pectoris,0.5191,16.9,14.1
312,Syncope and collapse,1.7606,36.6,30.5
313,Chest pain,0.5191,16.9,14.1
314,Other circulatory system diagnoses with MCC,1.0641,24.7,20.6
315,Other circulatory system diagnoses with CC,0.6324,20.3,16.9
316,Other circulatory system diagnoses without CC/MCC,0.6324,20.3,16.9
319,Other endovascular cardiac valve procedures with MCC,1.7606,36.6,30.5
320,Other endovascular cardiac valve procedures without MCC,1.0691,26.0,21.7
326,"Stomach, esophageal and duodenal procedures with MCC",1.7606,36.6,30.5
327,"Stomach, esophageal and duodenal procedures with CC",1.0691,26.0,21.7
328,"Stomach, esophageal and duodenal procedures without
CC/MCC",0.5191,16.9,14.1
329,Major small and large bowel procedures with MCC,1.7606,36.6,30.5
330,Major small and large bowel procedures with CC,1.7606,36.6,30.5
331,Major small and large bowel procedures without CC/MCC,0.5191,16.9,14.1
332,Rectal resection with MCC,0.6144,18.9,15.8
333,Rectal resection with CC,0.6144,18.9,15.8
334,Rectal resection without CC/MCC,0.5191,16.9,14.1
335,Peritoneal adhesiolysis with MCC,1.7606,36.6,30.5
336,Peritoneal adhesiolysis with CC,0.6144,18.9,15.8
337,Peritoneal adhesiolysis without CC/MCC,0.5191,16.9,14.1
338,"Appendectomy with complicated principal diagnosis with
MCC",0.948,23.3,19.4
339,Appendectomy with complicated principal diagnosis with CC,0.6144,18.9,15.8
340,"Appendectomy with complicated principal diagnosis without
CC/MCC",0.5191,16.9,14.1
341,"Appendectomy without complicated principal diagnosis with
MCC",0.8438,23.5,19.6
342,"Appendectomy without complicated principal diagnosis with
CC",0.8438,23.5,19.6
343,"Appendectomy without complicated principal diagnosis
without CC/MCC",0.8438,23.5,19.6
344,Minor small and large bowel procedures with MCC,0.8438,23.5,19.6
345,Minor small and large bowel procedures with CC,0.6144,18.9,15.8
346,Minor small and large bowel procedures without CC/MCC,0.5191,16.9,14.1
347,Anal and stomal procedures with MCC,0.6144,18.9,15.8
348,Anal and stomal procedures with CC,0.6144,18.9,15.8
349,Anal and stomal procedures without CC/MCC,0.5191,16.9,14.1
350,Inguinal and femoral hernia procedures with MCC,0.948,23.3,19.4
351,Inguinal and femoral hernia procedures with CC,0.6144,18.9,15.8
352,Inguinal and femoral hernia procedures without CC/MCC,0.5191,16.9,14.1
353,Hernia procedures except inguinal and femoral with MCC,1.0691,26.0,21.7
354,Hernia procedures except inguinal and femoral with CC,0.6144,18.9,15.8
355,"Hernia procedures except inguinal and femoral without
CC/MCC",0.5191,16.9,14.1
356,Other digestive system O.R. procedures with MCC,1.6106,35.2,29.3
357,Other digestive system O.R. procedures with CC,0.8438,23.5,19.6
358,Other digestive system O.R. procedures without CC/MCC,0.8438,23.5,19.6
368,Major esophageal disorders with MCC,1.0691,26.0,21.7
369,Major esophageal disorders with CC,0.5191,16.9,14.1
370,Major esophageal disorders without CC/MCC,0.5191,16.9,14.1
371,"Major gastrointestinal disorders and peritoneal infections with
MCC",0.948,23.3,19.4
372,"Major gastrointestinal disorders and peritoneal infections with
CC",0.6144,18.9,15.8
373,"Major gastrointestinal disorders and peritoneal infections
without CC/MCC",0.5191,16.9,14.1
374,Digestive malignancy with MCC,1.0691,26.0,21.7
375,Digestive malignancy with CC,0.6431,19.4,16.2
376,Digestive malignancy without CC/MCC,0.6431,19.4,16.2
377,Gastrointestinal hemorrhage with MCC,0.8249,20.2,16.8
378,Gastrointestinal hemorrhage with CC,0.6431,19.4,16.2
379,Gastrointestinal hemorrhage without CC/MCC,0.6431,19.4,16.2
380,Complicated peptic ulcer with MCC,1.012,27.5,22.9
381,Complicated peptic ulcer with CC,1.012,27.5,22.9
382,Complicated peptic ulcer without CC/MCC,1.012,27.5,22.9
383,Uncomplicated peptic ulcer with MCC,0.5191,16.9,14.1
384,Uncomplicated peptic ulcer without MCC,0.5191,16.9,14.1
385,Inflammatory bowel disease with MCC,0.9174,23.2,19.3
386,Inflammatory bowel disease with CC,0.9174,23.2,19.3
387,Inflammatory bowel disease without CC/MCC,0.9174,23.2,19.3
388,Gastrointestinal obstruction with MCC,0.944,22.8,19.0
389,Gastrointestinal obstruction with CC,0.6986,20.6,17.2
390,Gastrointestinal obstruction without CC/MCC,0.6986,20.6,17.2
391,"Esophagitis, gastroenteritis and miscellaneous digestive
disorders with MCC",0.86,22.7,18.9
392,"Esophagitis, gastroenteritis and miscellaneous digestive
disorders without MCC",0.6401,19.5,16.3
393,Other digestive system diagnoses with MCC,1.1206,26.7,22.3
394,Other digestive system diagnoses with CC,0.8384,22.5,18.8
395,Other digestive system diagnoses without CC/MCC,0.8384,22.5,18.8
405,"Pancreas, liver and shunt procedures with MCC",1.7606,36.6,30.5
406,"Pancreas, liver and shunt procedures with CC",0.6431,19.4,16.2
407,"Pancreas, liver and shunt procedures without CC/MCC",0.6431,19.4,16.2
408,"Biliary tract procedures except only cholecystectomy with or
without C.D.E. with MCC",0.8438,23.5,19.6
409,"Biliary tract procedures except only cholecystectomy with or
without C.D.E. with CC",0.6431,19.4,16.2
410,"Biliary tract procedures except only cholecystectomy with or
without C.D.E. without CC/MCC",0.6431,19.4,16.2
411,Cholecystectomy with C.D.E. with MCC,0.8249,20.2,16.8
412,Cholecystectomy with C.D.E. with CC,0.6431,19.4,16.2
413,Cholecystectomy with C.D.E. without CC/MCC,0.6431,19.4,16.2
414,"Cholecystectomy except by laparoscope without C.D.E. with
MCC",0.6431,19.4,16.2
415,"Cholecystectomy except by laparoscope without C.D.E. with
CC",0.6431,19.4,16.2
416,"Cholecystectomy except by laparoscope without C.D.E.
without CC/MCC",0.6431,19.4,16.2
417,Laparoscopic cholecystectomy without C.D.E. with MCC,1.7606,36.6,30.5
418,Laparoscopic cholecystectomy without C.D.E. with CC,0.5191,16.9,14.1
419,"Laparoscopic cholecystectomy without C.D.E. without
CC/MCC",0.5191,16.9,14.1
420,Hepatobiliary diagnostic procedures with MCC,1.0691,26.0,21.7
421,Hepatobiliary diagnostic procedures with CC,1.0691,26.0,21.7
422,Hepatobiliary diagnostic procedures without CC/MCC,1.0691,26.0,21.7
423,Other hepatobiliary or pancreas O.R. procedures with MCC,1.7606,36.6,30.5
424,Other hepatobiliary or pancreas O.R. procedures with CC,0.5191,16.9,14.1
425,"Other hepatobiliary or pancreas O.R. procedures without
CC/MCC",0.5191,16.9,14.1
432,Cirrhosis and alcoholic hepatitis with MCC,0.8317,20.9,17.4
433,Cirrhosis and alcoholic hepatitis with CC,0.8317,20.9,17.4
434,Cirrhosis and alcoholic hepatitis without CC/MCC,0.8317,20.9,17.4
435,Malignancy of hepatobiliary system or pancreas with MCC,0.8438,23.5,19.6
436,Malignancy of hepatobiliary system or pancreas with CC,0.5191,16.9,14.1
437,"Malignancy of hepatobiliary system or pancreas without
CC/MCC",0.5191,16.9,14.1
438,Disorders of pancreas except malignancy with MCC,1.117,25.3,21.1
439,Disorders of pancreas except malignancy with CC,0.8438,23.5,19.6
440,Disorders of pancreas except malignancy without CC/MCC,0.5191,16.9,14.1
441,"Disorders of liver except malignancy, cirrhosis or alcoholic
hepatitis with MCC",0.8507,21.7,18.1
442,"Disorders of liver except malignancy, cirrhosis or alcoholic
hepatitis with CC",0.6431,19.4,16.2
443,"Disorders of liver except malignancy, cirrhosis or alcoholic
hepatitis without CC/MCC",0.5191,16.9,14.1
444,Disorders of the biliary tract with MCC,0.8141,22.3,18.6
445,Disorders of the biliary tract with CC,0.6186,20.2,16.8
446,Disorders of the biliary tract without CC/MCC,0.5191,16.9,14.1
453,Combined anterior and posterior spinal fusion with MCC,1.7606,36.6,30.5
454,Combined anterior and posterior spinal fusion with CC,0.8857,24.8,20.7
455,"Combined anterior and posterior spinal fusion without
CC/MCC",0.8857,24.8,20.7
456,"Spinal fusion except cervical with spinal curvature,
malignancy, infection or extensive fusions with MCC",1.0132,24.5,20.4
457,"Spinal fusion except cervical with spinal curvature,
malignancy, infection or extensive fusions with CC",0.8857,24.8,20.7
458,"Spinal fusion except cervical with spinal curvature,
malignancy, infection or extensive fusions without CC/MCC",0.8857,24.8,20.7
459,Spinal fusion except cervical with MCC,1.0132,24.5,20.4
460,Spinal fusion except cervical without MCC,0.8857,24.8,20.7
461,"Bilateral or multiple major joint procedures of lower extremity
with MCC",1.0132,24.5,20.4
462,"Bilateral or multiple major joint procedures of lower extremity
without MCC",0.8857,24.8,20.7
463,"Wound debridement and skin graft except hand for
musculoskeletal and connective tissue disorders with MCC",1.5578,37.7,31.4
464,"Wound debridement and skin graft except hand for
musculoskeletal and connective tissue disorders with CC",1.1763,33.2,27.7
465,"Wound debridement and skin graft except hand for
musculoskeletal and connective tissue disorders without
CC/MCC",0.6431,19.4,16.2
466,Revision of hip or knee replacement with MCC,1.7606,36.6,30.5
467,Revision of hip or knee replacement with CC,1.6627,40.4,33.7
468,Revision of hip or knee replacement without CC/MCC,1.6627,40.4,33.7
469,"Major hip and knee joint replacement or reattachment of
lower extremity with MCC or total ankle replacement",1.6627,40.4,33.7
470,"Major hip and knee joint replacement or reattachment of
lower extremity without MCC",1.6627,40.4,33.7
471,Cervical spinal fusion with MCC,0.8857,24.8,20.7
472,Cervical spinal fusion with CC,0.8857,24.8,20.7
473,Cervical spinal fusion without CC/MCC,0.8857,24.8,20.7
474,"Amputation for musculoskeletal system and connective
tissue disorders with MCC",1.6627,40.4,33.7
475,"Amputation for musculoskeletal system and connective
tissue disorders with CC",1.6627,40.4,33.7
476,"Amputation for musculoskeletal system and connective
tissue disorders without CC/MCC",0.8438,23.5,19.6
